title,doi,authors,konferenz,year
The Information Retrieval Anthology,10.1145/3404835.3462798,"[{'given': 'Martin', 'family': 'Potthast', 'sequence': 'first', 'affiliation': [{'name': 'Leipzig University, Leipzig, Germany'}]}, {'given': 'Sebastian', 'family': 'Günther', 'sequence': 'additional', 'affiliation': [{'name': 'Martin-Luther-Universität Halle-Wittenberg, Halle, Germany'}]}, {'given': 'Janek', 'family': 'Bevendorff', 'sequence': 'additional', 'affiliation': [{'name': 'Bauhaus-Universität Weimar, Weimar, Germany'}]}, {'given': 'Jan Philipp', 'family': 'Bittner', 'sequence': 'additional', 'affiliation': [{'name': 'Martin-Luther-Universität Halle-Wittenberg, Halle, Germany'}]}, {'given': 'Alexander', 'family': 'Bondarenko', 'sequence': 'additional', 'affiliation': [{'name': 'Martin-Luther-Universität Halle-Wittenberg, Halle, Germany'}]}, {'given': 'Maik', 'family': 'Fröbe', 'sequence': 'additional', 'affiliation': [{'name': 'Martin-Luther-Universität Halle-Wittenberg, Halle, Germany'}]}, {'given': 'Christian', 'family': 'Kahmann', 'sequence': 'additional', 'affiliation': [{'name': 'Leipzig University, Leipzig, Germany'}]}, {'given': 'Andreas', 'family': 'Niekler', 'sequence': 'additional', 'affiliation': [{'name': 'Leipzig University, Leipzig, Germany'}]}, {'given': 'Michael', 'family': 'Völske', 'sequence': 'additional', 'affiliation': [{'name': 'Bauhaus-Universität Weimar, Weimar, Germany'}]}, {'given': 'Benno', 'family': 'Stein', 'sequence': 'additional', 'affiliation': [{'name': 'Bauhaus-Universität Weimar, Weimar, Germany'}]}, {'given': 'Matthias', 'family': 'Hagen', 'sequence': 'additional', 'affiliation': [{'name': 'Martin-Luther-Universität Halle-Wittenberg, Halle, Germany'}]}]","{'name': ""SIGIR '21: The 44th International ACM SIGIR Conference on Research and Development in Information Retrieval"", 'location': 'Virtual Event Canada', 'acronym': ""SIGIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2021
Identifying Queries in Instant Search Logs,10.1145/3404835.3463025,"[{'given': 'Markus', 'family': 'Fischer', 'sequence': 'first', 'affiliation': [{'name': 'Friedrich-Schiller-Universität Jena, Jena, Germany'}]}, {'given': 'Kristof', 'family': 'Komlossy', 'sequence': 'additional', 'affiliation': [{'name': 'Bauhaus-Universität Weimar, Weimar, Germany'}]}, {'given': 'Benno', 'family': 'Stein', 'sequence': 'additional', 'affiliation': [{'name': 'Bauhaus-Universität Weimar, Weimar, Germany'}]}, {'given': 'Martin', 'family': 'Potthast', 'sequence': 'additional', 'affiliation': [{'name': 'Leipzig University, Leipzig, Germany'}]}, {'given': 'Matthias', 'family': 'Hagen', 'sequence': 'additional', 'affiliation': [{'name': 'Martin-Luther-Universität Halle-Wittenberg, Halle, Germany'}]}]","{'name': ""SIGIR '21: The 44th International ACM SIGIR Conference on Research and Development in Information Retrieval"", 'location': 'Virtual Event Canada', 'acronym': ""SIGIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2021
CopyCat: Near-Duplicates Within and Between the ClueWeb and the Common Crawl,10.1145/3404835.3463246,"[{'given': 'Maik', 'family': 'Fröbe', 'sequence': 'first', 'affiliation': [{'name': 'Martin-Luther-Universität Halle-Wittenberg, Halle, Germany'}]}, {'given': 'Janek', 'family': 'Bevendorff', 'sequence': 'additional', 'affiliation': [{'name': 'Bauhaus-Universität Weimar, Weimar, Germany'}]}, {'given': 'Lukas', 'family': 'Gienapp', 'sequence': 'additional', 'affiliation': [{'name': 'Leipzig University, Leipzig, Germany'}]}, {'given': 'Michael', 'family': 'Völske', 'sequence': 'additional', 'affiliation': [{'name': 'Bauhaus-Universität Weimar, Weimar, Germany'}]}, {'given': 'Benno', 'family': 'Stein', 'sequence': 'additional', 'affiliation': [{'name': 'Bauhaus-Universität Weimar, Weimar, Germany'}]}, {'given': 'Martin', 'family': 'Potthast', 'sequence': 'additional', 'affiliation': [{'name': 'Leipzig University, Leipzig, Germany'}]}, {'given': 'Matthias', 'family': 'Hagen', 'sequence': 'additional', 'affiliation': [{'name': 'Martin-Luther-Universität Halle-Wittenberg, Halle, Germany'}]}]","{'name': ""SIGIR '21: The 44th International ACM SIGIR Conference on Research and Development in Information Retrieval"", 'location': 'Virtual Event Canada', 'acronym': ""SIGIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2021
QuARk: A GUI for Quality-Aware Ranking of Arguments,10.1145/3404835.3462795,"[{'given': 'Markus', 'family': 'Nilles', 'sequence': 'first', 'affiliation': [{'name': 'Trier University, Trier, Germany'}]}, {'given': 'Lorik', 'family': 'Dumani', 'sequence': 'additional', 'affiliation': [{'name': 'Trier University, Trier, Germany'}]}, {'given': 'Ralf', 'family': 'Schenkel', 'sequence': 'additional', 'affiliation': [{'name': 'Trier University, Trier, Germany'}]}]","{'name': ""SIGIR '21: The 44th International ACM SIGIR Conference on Research and Development in Information Retrieval"", 'location': 'Virtual Event Canada', 'acronym': ""SIGIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2021
2nd Workshop on Patent Text Mining and Semantic Technologies (PatentSemTech2021),10.1145/3404835.3462816,"[{'given': 'Ralf', 'family': 'Krestel', 'sequence': 'first', 'affiliation': [{'name': 'Hasso Plattner Institute, University of Potsdam, Potsdam, Germany'}]}, {'given': 'Hidir', 'family': 'Aras', 'sequence': 'additional', 'affiliation': [{'name': 'FIZ Karlsruhe, Eggenstein-Leopoldshafen, Germany'}]}, {'given': 'Linda', 'family': 'Andersson', 'sequence': 'additional', 'affiliation': [{'name': 'Artificial Researcher IT GmbH, Vienna, Austria'}]}, {'given': 'Florina', 'family': 'Piroi', 'sequence': 'additional', 'affiliation': [{'name': 'Data Science Studio, Vienna, Austria'}]}, {'given': 'Allan', 'family': 'Hanbury', 'sequence': 'additional', 'affiliation': [{'name': 'TU Wien, Vienna, Austria'}]}, {'given': 'Dean', 'family': 'Alderucci', 'sequence': 'additional', 'affiliation': [{'name': 'Carnegie Mellon University, Pittsburgh, PA, USA'}]}]","{'name': ""SIGIR '21: The 44th International ACM SIGIR Conference on Research and Development in Information Retrieval"", 'location': 'Virtual Event Canada', 'acronym': ""SIGIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2021
HOOPS: Human-in-the-Loop Graph Reasoning for Conversational Recommendation,10.1145/3404835.3463247,"[{'given': 'Zuohui', 'family': 'Fu', 'sequence': 'first', 'affiliation': [{'name': 'Rutgers University, Piscataway, NJ, USA'}]}, {'given': 'Yikun', 'family': 'Xian', 'sequence': 'additional', 'affiliation': [{'name': 'Rutgers University, Piscataway, NJ, USA'}]}, {'given': 'Yaxin', 'family': 'Zhu', 'sequence': 'additional', 'affiliation': [{'name': 'Rutgers University, Piscataway, NJ, USA'}]}, {'given': 'Shuyuan', 'family': 'Xu', 'sequence': 'additional', 'affiliation': [{'name': 'Rutgers University, Piscataway, NJ, USA'}]}, {'given': 'Zelong', 'family': 'Li', 'sequence': 'additional', 'affiliation': [{'name': 'Rutgers University, Piscataway, NJ, USA'}]}, {'given': 'Gerard', 'family': 'de Melo', 'sequence': 'additional', 'affiliation': [{'name': 'HPI/Univ. of Potsdam, Potsdam, Germany'}]}, {'given': 'Yongfeng', 'family': 'Zhang', 'sequence': 'additional', 'affiliation': [{'name': 'Rutgers University, Piscataway, NJ, USA'}]}]","{'name': ""SIGIR '21: The 44th International ACM SIGIR Conference on Research and Development in Information Retrieval"", 'location': 'Virtual Event Canada', 'acronym': ""SIGIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2021
2nd Workshop on Patent Text Mining and Semantic Technologies (PatentSemTech2021),10.1145/3404835.3462816,"[{'given': 'Ralf', 'family': 'Krestel', 'sequence': 'first', 'affiliation': [{'name': 'Hasso Plattner Institute, University of Potsdam, Potsdam, Germany'}]}, {'given': 'Hidir', 'family': 'Aras', 'sequence': 'additional', 'affiliation': [{'name': 'FIZ Karlsruhe, Eggenstein-Leopoldshafen, Germany'}]}, {'given': 'Linda', 'family': 'Andersson', 'sequence': 'additional', 'affiliation': [{'name': 'Artificial Researcher IT GmbH, Vienna, Austria'}]}, {'given': 'Florina', 'family': 'Piroi', 'sequence': 'additional', 'affiliation': [{'name': 'Data Science Studio, Vienna, Austria'}]}, {'given': 'Allan', 'family': 'Hanbury', 'sequence': 'additional', 'affiliation': [{'name': 'TU Wien, Vienna, Austria'}]}, {'given': 'Dean', 'family': 'Alderucci', 'sequence': 'additional', 'affiliation': [{'name': 'Carnegie Mellon University, Pittsburgh, PA, USA'}]}]","{'name': ""SIGIR '21: The 44th International ACM SIGIR Conference on Research and Development in Information Retrieval"", 'location': 'Virtual Event Canada', 'acronym': ""SIGIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2021
On the Privacy of Federated Pipelines,10.1145/3404835.3462996,"[{'given': 'Reza', 'family': 'Nasirigerdeh', 'sequence': 'first', 'affiliation': [{'name': 'Technical University of Munich, Freising, Germany'}]}, {'given': 'Reihaneh', 'family': 'Torkzadehmahani', 'sequence': 'additional', 'affiliation': [{'name': 'Technical University of Munich, Freising, Germany'}]}, {'given': 'Jan', 'family': 'Baumbach', 'sequence': 'additional', 'affiliation': [{'name': 'University of Hamburg &amp; University of Southern Denmark, Hamburg, Germany'}]}, {'given': 'David B.', 'family': 'Blumenthal', 'sequence': 'additional', 'affiliation': [{'name': 'Technical University of Munich, Freising, Germany'}]}]","{'name': ""SIGIR '21: The 44th International ACM SIGIR Conference on Research and Development in Information Retrieval"", 'location': 'Virtual Event Canada', 'acronym': ""SIGIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2021
Advancements in the Music Information Retrieval Framework AMUSE over the Last Decade,10.1145/3404835.3463252,"[{'given': 'Igor', 'family': 'Vatolkin', 'sequence': 'first', 'affiliation': [{'name': 'TU Dortmund University, Dortmund, Germany'}]}, {'given': 'Philipp', 'family': 'Ginsel', 'sequence': 'additional', 'affiliation': [{'name': 'TU Dortmund University, Dortmund, Germany'}]}, {'given': 'Günter', 'family': 'Rudolph', 'sequence': 'additional', 'affiliation': [{'name': 'TU Dortmund University, Dortmund, Germany'}]}]","{'name': ""SIGIR '21: The 44th International ACM SIGIR Conference on Research and Development in Information Retrieval"", 'location': 'Virtual Event Canada', 'acronym': ""SIGIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2021
Identifying Queries in Instant Search Logs,10.1145/3404835.3463025,"[{'given': 'Markus', 'family': 'Fischer', 'sequence': 'first', 'affiliation': [{'name': 'Friedrich-Schiller-Universität Jena, Jena, Germany'}]}, {'given': 'Kristof', 'family': 'Komlossy', 'sequence': 'additional', 'affiliation': [{'name': 'Bauhaus-Universität Weimar, Weimar, Germany'}]}, {'given': 'Benno', 'family': 'Stein', 'sequence': 'additional', 'affiliation': [{'name': 'Bauhaus-Universität Weimar, Weimar, Germany'}]}, {'given': 'Martin', 'family': 'Potthast', 'sequence': 'additional', 'affiliation': [{'name': 'Leipzig University, Leipzig, Germany'}]}, {'given': 'Matthias', 'family': 'Hagen', 'sequence': 'additional', 'affiliation': [{'name': 'Martin-Luther-Universität Halle-Wittenberg, Halle, Germany'}]}]","{'name': ""SIGIR '21: The 44th International ACM SIGIR Conference on Research and Development in Information Retrieval"", 'location': 'Virtual Event Canada', 'acronym': ""SIGIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2021
When Choice Happens: A Systematic Examination of Mouse Movement Length for Decision Making in Web Search,10.1145/3404835.3463055,"[{'given': 'Lukas', 'family': 'Brückner', 'sequence': 'first', 'affiliation': [{'name': 'Independent researcher, Berlin, Germany'}]}, {'given': 'Ioannis', 'family': 'Arapakis', 'sequence': 'additional', 'affiliation': [{'name': 'Telefonica Research, Barcelona, Spain'}]}, {'given': 'Luis A.', 'family': 'Leiva', 'sequence': 'additional', 'affiliation': [{'name': 'University of Luxembourg, Esch-sur-Alzette, Luxembourg'}]}]","{'name': ""SIGIR '21: The 44th International ACM SIGIR Conference on Research and Development in Information Retrieval"", 'location': 'Virtual Event Canada', 'acronym': ""SIGIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2021
Contextualized Offline Relevance Weighting for Efficient and Effective Neural Retrieval,10.1145/3404835.3463073,"[{'given': 'Xuanang', 'family': 'Chen', 'sequence': 'first', 'affiliation': [{'name': 'University of Chinese Academy of Sciences, Beijing, China'}]}, {'given': 'Ben', 'family': 'He', 'sequence': 'additional', 'affiliation': [{'name': 'University of Chinese Academy of Sciences, Beijing, China'}]}, {'given': 'Kai', 'family': 'Hui', 'sequence': 'additional', 'affiliation': [{'name': 'Amazon Alexa, Berlin, Germany'}]}, {'given': 'Yiran', 'family': 'Wang', 'sequence': 'additional', 'affiliation': [{'name': 'University of Chinese Academy of Sciences, Beijing, China'}]}, {'given': 'Le', 'family': 'Sun', 'sequence': 'additional', 'affiliation': [{'name': 'Institute of Software, Chinese Academy of Sciences, Beijing, China'}]}, {'given': 'Yingfei', 'family': 'Sun', 'sequence': 'additional', 'affiliation': [{'name': 'University of Chinese Academy of Sciences, Beijing, China'}]}]","{'name': ""SIGIR '21: The 44th International ACM SIGIR Conference on Research and Development in Information Retrieval"", 'location': 'Virtual Event Canada', 'acronym': ""SIGIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2021
Report on the 8th International Workshop on Bibliometric-Enhanced Information Retrieval (BIR 2019),10.1145/3458537.3458540,"[{'given': 'Guillaume', 'family': 'Cabanac', 'sequence': 'first', 'affiliation': [{'name': 'University of Toulouse, France'}]}, {'given': 'Ingo', 'family': 'Frommholz', 'sequence': 'additional', 'affiliation': [{'name': 'University of Bedfordshire, UK'}]}, {'given': 'Philipp', 'family': 'Mayr', 'sequence': 'additional', 'affiliation': [{'name': 'GESIS - Leibniz Institute for the Social Sciences, Germany'}]}]",SIGIR Forum,2021
Pre-Training for Mathematics-Aware Retrieval,10.1145/3477495.3531680,"[{'given': 'Anja', 'family': 'Reusch', 'sequence': 'first', 'affiliation': [{'name': 'Technische Universität Dresden, Dresden, Germany'}]}]","{'name': ""SIGIR '22: The 45th International ACM SIGIR Conference on Research and Development in Information Retrieval"", 'location': 'Madrid Spain', 'acronym': ""SIGIR '22"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2022
The 10th International Workshop on News Recommendation and Analytics (INRA 2022),10.1145/3477495.3531705,"[{'given': 'Özlem', 'family': 'Özgöbek', 'sequence': 'first', 'affiliation': [{'name': 'Norwegian University of Science and Technology, Trondheim, Norway'}]}, {'given': 'Andreas', 'family': 'Lommatzsch', 'sequence': 'additional', 'affiliation': [{'name': 'Technische Universität Berlin, Berlin, Germany'}]}, {'given': 'Benjamin', 'family': 'Kille', 'sequence': 'additional', 'affiliation': [{'name': 'Norwegian University of Science and Technology, Trondheim, Norway'}]}, {'given': 'Peng', 'family': 'Liu', 'sequence': 'additional', 'affiliation': [{'name': 'Norwegian University of Science and Technology, Trondheim, Norway'}]}, {'given': 'Jon Atle', 'family': 'Gulla', 'sequence': 'additional', 'affiliation': [{'name': 'Norwegian University of Science and Technology, Trondheim, Norway'}]}, {'given': 'Edward C.', 'family': 'Malthouse', 'sequence': 'additional', 'affiliation': [{'name': 'Northwestern Univserity, Evanston, IL, USA'}]}]","{'name': ""SIGIR '22: The 45th International ACM SIGIR Conference on Research and Development in Information Retrieval"", 'location': 'Madrid Spain', 'acronym': ""SIGIR '22"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2022
Online DATEing,10.1145/3477495.3531670,"[{'given': 'Dennis', 'family': 'Aumiller', 'sequence': 'first', 'affiliation': [{'name': 'Heidelberg University, Heidelberg, Germany'}]}, {'given': 'Satya', 'family': 'Almasian', 'sequence': 'additional', 'affiliation': [{'name': 'Heidelberg University, Heidelberg, Germany'}]}, {'given': 'David', 'family': 'Pohl', 'sequence': 'additional', 'affiliation': [{'name': 'Heidelberg University, Heidelberg, Germany'}]}, {'given': 'Michael', 'family': 'Gertz', 'sequence': 'additional', 'affiliation': [{'name': 'Heidelberg University, Heidelberg, Germany'}]}]","{'name': ""SIGIR '22: The 45th International ACM SIGIR Conference on Research and Development in Information Retrieval"", 'location': 'Madrid Spain', 'acronym': ""SIGIR '22"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2022
QFinder,10.1145/3477495.3531672,"[{'given': 'Satya', 'family': 'Almasian', 'sequence': 'first', 'affiliation': [{'name': 'Heidelberg University, Heidelberg, Germany'}]}, {'given': 'Milena', 'family': 'Bruseva', 'sequence': 'additional', 'affiliation': [{'name': 'Heidelberg University, Heidelberg, Germany'}]}, {'given': 'Michael', 'family': 'Gertz', 'sequence': 'additional', 'affiliation': [{'name': 'Heidelberg University, Heidelberg, Germany'}]}]","{'name': ""SIGIR '22: The 45th International ACM SIGIR Conference on Research and Development in Information Retrieval"", 'location': 'Madrid Spain', 'acronym': ""SIGIR '22"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2022
