title,doi,authors,konferenz,year
The Positioning Matters,10.1145/3366424.3383569,"[{'given': 'Pablo', 'family': 'Beytía', 'sequence': 'first', 'affiliation': [{'name': 'Department of Social Sciences, Humboldt University of Berlin, Berlin, Germany'}]}]","{'name': ""WWW '20: The Web Conference 2020"", 'location': 'Taipei Taiwan', 'acronym': ""WWW '20"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2020
Boilerplate Removal using a Neural Sequence Labeling Model,10.1145/3366424.3383547,"[{'given': 'Jurek', 'family': 'Leonhardt', 'sequence': 'first', 'affiliation': [{'name': 'L3S Research Center Hannover, Germany'}]}, {'given': 'Avishek', 'family': 'Anand', 'sequence': 'additional', 'affiliation': [{'name': 'L3S Research Center Hannover, Germany'}]}, {'given': 'Megha', 'family': 'Khosla', 'sequence': 'additional', 'affiliation': [{'name': 'L3S Research Center Hannover, Germany'}]}]","{'name': ""WWW '20: The Web Conference 2020"", 'location': 'Taipei Taiwan', 'acronym': ""WWW '20"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2020
Extracting Personal Information from Conversations,10.1145/3366424.3382089,"[{'given': 'Anna', 'family': 'Tigunova', 'sequence': 'first', 'affiliation': [{'name': 'Max Planck Institute, Germany'}]}]","{'name': ""WWW '20: The Web Conference 2020"", 'location': 'Taipei Taiwan', 'acronym': ""WWW '20"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2020
"Entity Summarization in Knowledge Graphs: Algorithms, Evaluation, and Applications",10.1145/3366424.3383108,"[{'given': 'Gong', 'family': 'Cheng', 'sequence': 'first', 'affiliation': [{'name': 'National Key Laboratory for Novel Software Technology, Nanjing University, China'}]}, {'given': 'Kalpa', 'family': 'Gunaratna', 'sequence': 'additional', 'affiliation': [{'name': 'Samsung Research America, Mountain View CA, USA'}]}, {'given': 'Evgeny', 'family': 'Kharlamov', 'sequence': 'additional', 'affiliation': [{'name': 'Bosch Center for AI, Robert Bosch GmbH, Germany and Department of Informatics, University of Oslo, Norway'}]}]","{'name': ""WWW '20: The Web Conference 2020"", 'location': 'Taipei Taiwan', 'acronym': ""WWW '20"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2020
From Fugu With Love: New Capabilities for the Web,10.1145/3366424.3383526,"[{'given': 'Thomas', 'family': 'Steiner', 'sequence': 'first', 'affiliation': [{'name': 'Google Germany GmbH Hamburg, Germany'}]}, {'given': 'Pete', 'family': 'LePage', 'sequence': 'additional', 'affiliation': [{'name': 'Google LLC New York, NY, United States'}]}, {'given': 'Thomas', 'family': 'Nattestad', 'sequence': 'additional', 'affiliation': [{'name': 'Google Germany GmbH Munich, Germany'}]}, {'given': 'Rory', 'family': 'McClelland', 'sequence': 'additional', 'affiliation': [{'name': 'Google Germany GmbH Munich, Germany'}]}, {'given': 'Alex', 'family': 'Russell', 'sequence': 'additional', 'affiliation': [{'name': 'Google LLC San Francisco, CA, United States'}]}, {'given': 'Dominick', 'family': 'Ng', 'sequence': 'additional', 'affiliation': [{'name': 'Google Australia Sydney, NSW, Australia'}]}]","{'name': ""WWW '20: The Web Conference 2020"", 'location': 'Taipei Taiwan', 'acronym': ""WWW '20"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2020
Open Geodata Reuse: Towards Natural Language Interfaces to Web APIs,10.1145/3366424.3384363,"[{'given': 'Auriol', 'family': 'Degbelo', 'sequence': 'first', 'affiliation': [{'name': 'Institute for Geoinformatics, University of Münster Münster, Germany'}]}, {'given': 'Ang', 'family': 'Sherpa', 'sequence': 'additional', 'affiliation': [{'name': 'Institute for Geoinformatics, University of Münster Münster, Germany'}]}]","{'name': ""WWW '20: The Web Conference 2020"", 'location': 'Taipei Taiwan', 'acronym': ""WWW '20"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2020
Open Data User Needs: A Preliminary Synthesis,10.1145/3366424.3386586,"[{'given': 'Auriol', 'family': 'Degbelo', 'sequence': 'first', 'affiliation': [{'name': 'Institute for Geoinformatics, University of Münster Münster, Germany'}]}]","{'name': ""WWW '20: The Web Conference 2020"", 'location': 'Taipei Taiwan', 'acronym': ""WWW '20"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2020
Incentivizing Contribution in DecentralizedCommunity Information Systems,10.1145/3366424.3385758,"[{'given': 'Peter de', 'family': 'Lange', 'sequence': 'first', 'affiliation': [{'name': 'RWTH Aachen University Aachen, Germany'}]}, {'given': 'Michał', 'family': 'Słupczyński', 'sequence': 'additional', 'affiliation': [{'name': 'RWTH Aachen University Aachen, Germany'}]}, {'given': 'Ralf', 'family': 'Klamma', 'sequence': 'additional', 'affiliation': [{'name': 'RWTH Aachen University Aachen, Germany'}]}]","{'name': ""WWW '20: The Web Conference 2020"", 'location': 'Taipei Taiwan', 'acronym': ""WWW '20"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2020
Privacy-preserving AI Services Through Data Decentralization,10.1145/3366423.3380106,"[{'given': 'Christian', 'family': 'Meurisch', 'sequence': 'first', 'affiliation': [{'name': 'TU Darmstadt'}]}, {'given': 'Bekir', 'family': 'Bayrak', 'sequence': 'additional', 'affiliation': [{'name': 'TU Darmstadt Germany'}]}, {'given': 'Max', 'family': 'Mühlhäuser', 'sequence': 'additional', 'affiliation': [{'name': 'TU Darmstadt Germany'}]}]","{'name': ""WWW '20: The Web Conference 2020"", 'location': 'Taipei Taiwan', 'acronym': ""WWW '20"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2020
ClaimLinker: Linking Text to a Knowledge Graph of Fact-checked Claims,10.1145/3442442.3458601,"[{'given': 'Evangelos', 'family': 'Maliaroudakis', 'sequence': 'first', 'affiliation': [{'name': 'Information Systems Laboratory, ICS-FORTH and University of Crete, Greece'}]}, {'given': 'Katarina', 'family': 'Boland', 'sequence': 'additional', 'affiliation': [{'name': 'GESIS, Cologne and Heinrich-Heine-University Düsseldorf, Germany'}]}, {'given': 'Stefan', 'family': 'Dietze', 'sequence': 'additional', 'affiliation': [{'name': 'GESIS, Cologne and Heinrich-Heine-University Düsseldorf, Germany'}]}, {'given': 'Konstantin', 'family': 'Todorov', 'sequence': 'additional', 'affiliation': [{'name': 'LIRMM, University of Montpellier and CNRS, France'}]}, {'given': 'Yannis', 'family': 'Tzitzikas', 'sequence': 'additional', 'affiliation': [{'name': 'Information Systems Laboratory, ICS-FORTH and University of Crete, Greece'}]}, {'given': 'Pavlos', 'family': 'Fafalios', 'sequence': 'additional', 'affiliation': [{'name': 'Information Systems Laboratory, ICS-FORTH, Greece'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
Inferring Sociodemographic Attributes of Wikipedia Editors: State-of-the-art and Implications for Editor Privacy,10.1145/3442442.3452350,"[{'given': 'Sebastian', 'family': 'Brückner', 'sequence': 'first', 'affiliation': [{'name': 'RWTH Aachen University, Germany'}]}, {'given': 'Florian', 'family': 'Lemmerich', 'sequence': 'additional', 'affiliation': [{'name': 'RWTH Aachen University, Germany'}]}, {'given': 'Markus', 'family': 'Strohmaier', 'sequence': 'additional', 'affiliation': [{'name': 'RWTH Aachen University &amp; GESIS - Leibniz Institute for the Social Sciences, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
Detecting and Quantifying Wash Trading on Decentralized Cryptocurrency Exchanges,10.1145/3442381.3449824,"[{'given': 'Friedhelm', 'family': 'Victor', 'sequence': 'first', 'affiliation': [{'name': 'TU Berlin, Germany'}]}, {'given': 'Andrea Marie', 'family': 'Weintraud', 'sequence': 'additional', 'affiliation': [{'name': 'TU Berlin, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
Fairness beyond “equal”: The Diversity Searcher as a Tool to Detect and Enhance the Representation of Socio-political Actors in News Media,10.1145/3442442.3452303,"[{'given': 'Bettina', 'family': 'Berendt', 'sequence': 'first', 'affiliation': [{'name': 'TU Berlin, Weizenbaum Institute, and KU Leuven, Germany'}]}, {'given': 'Özgür', 'family': 'Karadeniz', 'sequence': 'additional', 'affiliation': [{'name': 'KU Leuven, Belgium'}]}, {'given': 'Stefan', 'family': 'Mertens', 'sequence': 'additional', 'affiliation': [{'name': 'KU Leuven, Belgium'}]}, {'given': 'Leen', 'family': ""d'Haenens"", 'sequence': 'additional', 'affiliation': [{'name': 'KU Leuven, Belgium'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
Analyzing European Migrant-related Twitter Deliberations,10.1145/3442442.3453459,"[{'given': 'Aparup', 'family': 'Khatua', 'sequence': 'first', 'affiliation': [{'name': 'L3S Research Center, Leibniz Universität Hannover, Germany'}]}, {'given': 'Wolfgang', 'family': 'Nejdl', 'sequence': 'additional', 'affiliation': [{'name': 'L3S Research Center, Leibniz Universität Hannover, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
EUDETECTOR: Leveraging Language Model to Identify EU-Related News,10.1145/3442442.3452324,"[{'given': 'Koustav', 'family': 'Rudra', 'sequence': 'first', 'affiliation': [{'name': 'L3S Research Center, Leibniz University Hannover, Germany'}]}, {'given': 'Danny', 'family': 'Tran', 'sequence': 'additional', 'affiliation': [{'name': 'Leibniz University Hannover, Germany'}]}, {'given': 'Miroslav', 'family': 'Shaltev', 'sequence': 'additional', 'affiliation': [{'name': 'Leibniz Centre for Tropical Marine Research (ZMT), Bremen, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
Trav-SHACL: Efficiently Validating Networks of SHACL Constraints,10.1145/3442381.3449877,"[{'given': 'Mónica', 'family': 'Figuera', 'sequence': 'first', 'affiliation': [{'name': 'L3S Research Center and University of Bonn, Germany'}]}, {'given': 'Philipp D.', 'family': 'Rohde', 'sequence': 'additional', 'affiliation': [{'name': 'TIB Leibniz Information Centre for Science and Technology and L3S Research Center, Germany'}]}, {'given': 'Maria-Esther', 'family': 'Vidal', 'sequence': 'additional', 'affiliation': [{'name': 'TIB Leibniz Information Centre for Science and Technology and L3S Research Center, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
Demonstration of Faceted Search on Scholarly Knowledge Graphs,10.1145/3442442.3458605,"[{'given': 'Golsa', 'family': 'Heidari', 'sequence': 'first', 'affiliation': [{'name': 'Leibniz University Hannover, Germany'}]}, {'given': 'Ahmad', 'family': 'Ramadan', 'sequence': 'additional', 'affiliation': [{'name': 'Leibniz University Hannover, Germany'}]}, {'given': 'Markus', 'family': 'Stocker', 'sequence': 'additional', 'affiliation': [{'name': 'TIB Leibniz Information Centre for Science and Technology, Germany'}]}, {'given': 'Sören', 'family': 'Auer', 'sequence': 'additional', 'affiliation': [{'name': 'TIB Leibniz Information Centre for Science and Technology, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
Plumber: A Modular Framework to Create Information Extraction Pipelines,10.1145/3442442.3458603,"[{'given': 'Mohamad Yaser', 'family': 'Jaradeh', 'sequence': 'first', 'affiliation': [{'name': 'Leibniz University Hannover, Germany'}]}, {'given': 'Kuldeep', 'family': 'Singh', 'sequence': 'additional', 'affiliation': [{'name': 'Cerence GmbH and Zerotha Research, Germany'}]}, {'given': 'Markus', 'family': 'Stocker', 'sequence': 'additional', 'affiliation': [{'name': 'German National Library of Science and Technology (TIB), Germany'}]}, {'given': 'Sören', 'family': 'Auer', 'sequence': 'additional', 'affiliation': [{'name': 'TIB Leibniz Information Center Science &amp; Technology and University of Hannover, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
Trav-SHACL: Efficiently Validating Networks of SHACL Constraints,10.1145/3442381.3449877,"[{'given': 'Mónica', 'family': 'Figuera', 'sequence': 'first', 'affiliation': [{'name': 'L3S Research Center and University of Bonn, Germany'}]}, {'given': 'Philipp D.', 'family': 'Rohde', 'sequence': 'additional', 'affiliation': [{'name': 'TIB Leibniz Information Centre for Science and Technology and L3S Research Center, Germany'}]}, {'given': 'Maria-Esther', 'family': 'Vidal', 'sequence': 'additional', 'affiliation': [{'name': 'TIB Leibniz Information Centre for Science and Technology and L3S Research Center, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
Analyzing a Knowledge Graph of Industry 4.0 Standards,10.1145/3442442.3453542,"[{'given': 'Irlán', 'family': 'Grangel-González', 'sequence': 'first', 'affiliation': [{'name': 'Robert Bosch GmbH, Corporate Research, Germany'}]}, {'given': 'Maria Esther', 'family': 'Vidal', 'sequence': 'additional', 'affiliation': [{'name': 'TIB-Leibniz Information Centre for Science and Technology, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
Managing Knowledge in Energy Data Spaces,10.1145/3442442.3453541,"[{'given': 'Valentina', 'family': 'Janev', 'sequence': 'first', 'affiliation': [{'name': 'The Mihajlo Pupin Institute, University of Belgrade, Serbia'}]}, {'given': 'Maria Esther', 'family': 'Vidal', 'sequence': 'additional', 'affiliation': [{'name': 'TIB-Leibniz Information Centre for Science and Technology and L3S Research Center, Germany'}]}, {'given': 'Kemele', 'family': 'Endris', 'sequence': 'additional', 'affiliation': [{'name': 'TIB-Leibniz Information Centre for Science and Technology and L3S Research Center, Germany'}]}, {'given': 'Dea', 'family': 'Pujic', 'sequence': 'additional', 'affiliation': [{'name': 'The Mihajlo Pupin Institute, University of Belgrade, Serbia'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
Understanding &amp; Predicting User Lifetime with Machine Learning in an Anonymous Location-Based Social Network,10.1145/3442442.3451887,"[{'given': 'Jens Helge', 'family': 'Reelfs', 'sequence': 'first', 'affiliation': [{'name': 'Brandenburg University of Technology, Germany'}]}, {'given': 'Max', 'family': 'Bergmann', 'sequence': 'additional', 'affiliation': [{'name': 'Brandenburg University of Technology, Germany'}]}, {'given': 'Oliver', 'family': 'Hohlfeld', 'sequence': 'additional', 'affiliation': [{'name': 'Brandenburg University of Technology, Germany'}]}, {'given': 'Niklas', 'family': 'Henckell', 'sequence': 'additional', 'affiliation': [{'name': 'The Jodel Venture GmbH, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
FinMatcher at FinSim-2: Hypernym Detection in the Financial Services Domain using Knowledge Graphs,10.1145/3442442.3451382,"[{'given': 'Jan', 'family': 'Portisch', 'sequence': 'first', 'affiliation': [{'name': 'University of Mannheim, Germany'}]}, {'given': 'Michael', 'family': 'Hladik', 'sequence': 'additional', 'affiliation': [{'name': 'SAP SE, Germany'}]}, {'given': 'Heiko', 'family': 'Paulheim', 'sequence': 'additional', 'affiliation': [{'name': 'University of Mannheim, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
Information Extraction From Co-Occurring Similar Entities,10.1145/3442381.3449836,"[{'given': 'Nicolas', 'family': 'Heist', 'sequence': 'first', 'affiliation': [{'name': 'University of Mannheim, Germany'}]}, {'given': 'Heiko', 'family': 'Paulheim', 'sequence': 'additional', 'affiliation': [{'name': 'University of Mannheim, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
Deep Learning meets Knowledge Graphs for Scholarly Data Classification,10.1145/3442442.3451361,"[{'given': 'Fabian', 'family': 'Hoppe', 'sequence': 'first', 'affiliation': [{'name': 'FIZ Karlsruhe - Leibniz Institute for Information Infrastructure and Karlsruhe Institute of Technology, Germany'}]}, {'given': 'Danilo', 'family': 'Dessì', 'sequence': 'additional', 'affiliation': [{'name': 'FIZ Karlsruhe - Leibniz Institute for Information Infrastructure and Karlsruhe Institute of Technology, Germany'}]}, {'given': 'Harald', 'family': 'Sack', 'sequence': 'additional', 'affiliation': [{'name': 'FIZ Karlsruhe - Leibniz Institute for Information Infrastructure and Karlsruhe Institute of Technology, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
Fast Linking of Mathematical Wikidata Entities in Wikipedia Articles Using Annotation Recommendation,10.1145/3442442.3452348,"[{'given': 'Philipp', 'family': 'Scharpf', 'sequence': 'first', 'affiliation': [{'name': 'University of Konstanz, Germany'}]}, {'given': 'Moritz', 'family': 'Schubotz', 'sequence': 'additional', 'affiliation': [{'name': 'FIZ Karlsruhe, Germany'}]}, {'given': 'Bela', 'family': 'Gipp', 'sequence': 'additional', 'affiliation': [{'name': 'University of Wuppertal, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
FinMatcher at FinSim-2: Hypernym Detection in the Financial Services Domain using Knowledge Graphs,10.1145/3442442.3451382,"[{'given': 'Jan', 'family': 'Portisch', 'sequence': 'first', 'affiliation': [{'name': 'University of Mannheim, Germany'}]}, {'given': 'Michael', 'family': 'Hladik', 'sequence': 'additional', 'affiliation': [{'name': 'SAP SE, Germany'}]}, {'given': 'Heiko', 'family': 'Paulheim', 'sequence': 'additional', 'affiliation': [{'name': 'University of Mannheim, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
Hashing-Accelerated Graph Neural Networks for Link Prediction,10.1145/3442381.3449884,"[{'given': 'Wei', 'family': 'Wu', 'sequence': 'first', 'affiliation': [{'name': 'Leibniz University Hannover, Germany'}]}, {'given': 'Bin', 'family': 'Li', 'sequence': 'additional', 'affiliation': [{'name': 'Fudan University, China'}]}, {'given': 'Chuan', 'family': 'Luo', 'sequence': 'additional', 'affiliation': [{'name': 'Microsoft Research Asia, China'}]}, {'given': 'Wolfgang', 'family': 'Nejdl', 'sequence': 'additional', 'affiliation': [{'name': 'Leibniz University Hannover, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
Demonstration of Faceted Search on Scholarly Knowledge Graphs,10.1145/3442442.3458605,"[{'given': 'Golsa', 'family': 'Heidari', 'sequence': 'first', 'affiliation': [{'name': 'Leibniz University Hannover, Germany'}]}, {'given': 'Ahmad', 'family': 'Ramadan', 'sequence': 'additional', 'affiliation': [{'name': 'Leibniz University Hannover, Germany'}]}, {'given': 'Markus', 'family': 'Stocker', 'sequence': 'additional', 'affiliation': [{'name': 'TIB Leibniz Information Centre for Science and Technology, Germany'}]}, {'given': 'Sören', 'family': 'Auer', 'sequence': 'additional', 'affiliation': [{'name': 'TIB Leibniz Information Centre for Science and Technology, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
Plumber: A Modular Framework to Create Information Extraction Pipelines,10.1145/3442442.3458603,"[{'given': 'Mohamad Yaser', 'family': 'Jaradeh', 'sequence': 'first', 'affiliation': [{'name': 'Leibniz University Hannover, Germany'}]}, {'given': 'Kuldeep', 'family': 'Singh', 'sequence': 'additional', 'affiliation': [{'name': 'Cerence GmbH and Zerotha Research, Germany'}]}, {'given': 'Markus', 'family': 'Stocker', 'sequence': 'additional', 'affiliation': [{'name': 'German National Library of Science and Technology (TIB), Germany'}]}, {'given': 'Sören', 'family': 'Auer', 'sequence': 'additional', 'affiliation': [{'name': 'TIB Leibniz Information Center Science &amp; Technology and University of Hannover, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
NTAM: Neighborhood-Temporal Attention Model for Disk Failure Prediction in Cloud Platforms,10.1145/3442381.3449867,"[{'given': 'Chuan', 'family': 'Luo', 'sequence': 'first', 'affiliation': [{'name': 'Microsoft Research, China'}]}, {'given': 'Pu', 'family': 'Zhao', 'sequence': 'additional', 'affiliation': [{'name': 'Microsoft Research, China'}]}, {'given': 'Bo', 'family': 'Qiao', 'sequence': 'additional', 'affiliation': [{'name': 'Microsoft Research, China'}]}, {'given': 'Youjiang', 'family': 'Wu', 'sequence': 'additional', 'affiliation': [{'name': 'Microsoft Azure, USA'}]}, {'given': 'Hongyu', 'family': 'Zhang', 'sequence': 'additional', 'affiliation': [{'name': 'The University of Newcastle, Australia'}]}, {'given': 'Wei', 'family': 'Wu', 'sequence': 'additional', 'affiliation': [{'name': 'Leibniz University Hannover, Germany'}]}, {'given': 'Weihai', 'family': 'Lu', 'sequence': 'additional', 'affiliation': [{'name': 'Microsoft Research, China'}]}, {'given': 'Yingnong', 'family': 'Dang', 'sequence': 'additional', 'affiliation': [{'name': 'Microsoft Azure, USA'}]}, {'given': 'Saravanakumar', 'family': 'Rajmohan', 'sequence': 'additional', 'affiliation': [{'name': 'Microsoft Office, USA'}]}, {'given': 'Qingwei', 'family': 'Lin', 'sequence': 'additional', 'affiliation': [{'name': 'Microsoft Research, China'}]}, {'given': 'Dongmei', 'family': 'Zhang', 'sequence': 'additional', 'affiliation': [{'name': 'Microsoft Research, China'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
RECON: Relation Extraction using Knowledge Graph Context in a Graph Neural Network,10.1145/3442381.3449917,"[{'given': 'Anson', 'family': 'Bastos', 'sequence': 'first', 'affiliation': [{'name': 'Indian Institute of Technology, Hyderabad and Zerotha Research, India'}]}, {'given': 'Abhishek', 'family': 'Nadgeri', 'sequence': 'additional', 'affiliation': [{'name': 'Zerotha Research and RWTH Aachen, Germany'}]}, {'given': 'Kuldeep', 'family': 'Singh', 'sequence': 'additional', 'affiliation': [{'name': 'Zerotha Research and Cerence GmbH, Germany'}]}, {'given': 'Isaiah Onando', 'family': 'Mulang', 'sequence': 'additional', 'affiliation': [{'name': 'Zerotha Research and Fraunhofer IAIS, Germany'}]}, {'given': 'Saeedeh', 'family': 'Shekarpour', 'sequence': 'additional', 'affiliation': [{'name': 'University of Dayton, USA'}]}, {'given': 'Johannes', 'family': 'Hoffart', 'sequence': 'additional', 'affiliation': [{'name': 'Goldman Sachs, Germany'}]}, {'given': 'Manohar', 'family': 'Kaul', 'sequence': 'additional', 'affiliation': [{'name': 'Indian Institute of Technology, Hyderabad, India'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
Plumber: A Modular Framework to Create Information Extraction Pipelines,10.1145/3442442.3458603,"[{'given': 'Mohamad Yaser', 'family': 'Jaradeh', 'sequence': 'first', 'affiliation': [{'name': 'Leibniz University Hannover, Germany'}]}, {'given': 'Kuldeep', 'family': 'Singh', 'sequence': 'additional', 'affiliation': [{'name': 'Cerence GmbH and Zerotha Research, Germany'}]}, {'given': 'Markus', 'family': 'Stocker', 'sequence': 'additional', 'affiliation': [{'name': 'German National Library of Science and Technology (TIB), Germany'}]}, {'given': 'Sören', 'family': 'Auer', 'sequence': 'additional', 'affiliation': [{'name': 'TIB Leibniz Information Center Science &amp; Technology and University of Hannover, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
Plumber: A Modular Framework to Create Information Extraction Pipelines,10.1145/3442442.3458603,"[{'given': 'Mohamad Yaser', 'family': 'Jaradeh', 'sequence': 'first', 'affiliation': [{'name': 'Leibniz University Hannover, Germany'}]}, {'given': 'Kuldeep', 'family': 'Singh', 'sequence': 'additional', 'affiliation': [{'name': 'Cerence GmbH and Zerotha Research, Germany'}]}, {'given': 'Markus', 'family': 'Stocker', 'sequence': 'additional', 'affiliation': [{'name': 'German National Library of Science and Technology (TIB), Germany'}]}, {'given': 'Sören', 'family': 'Auer', 'sequence': 'additional', 'affiliation': [{'name': 'TIB Leibniz Information Center Science &amp; Technology and University of Hannover, Germany'}]}]","{'name': ""WWW '21: The Web Conference 2021"", 'location': 'Ljubljana Slovenia', 'acronym': ""WWW '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2021
