Land,title,doi,acronym,year,num_authors,orcid,name,affiliation,affiliation_clean,Fakultät,Institut / Lehrstuhl / Fachbereich / Ptrofessur,c_aff,AG / Bereich,Adresse,Homepage,Notiz,2_affiliation_clean,2_Fakultät,2_Institut / Lehrstuhl / Fachbereich / Ptrofessur,2_AG / Bereich,2_Adresse,2_Homepage,2_Notiz
Germany,The Infinite Index: Information Retrieval on Generative Text-To-Image Models,10.1145/3576840.3578327,CHIIR,2023,7,http://orcid.org/0000-0001-6803-1223,Niklas Deckers,"Leipzig University, Germany and Center for Scalable Data Analytics and Artificial Intelligence, ScaDS.AI, Germany",Universität Leipzig,Fakultät für Mathematik und Informatik,Lehrstuhl Text Mining und Retrieval,"Leipzig University, Germany; Center for Scalable Data Analytics and Artificial Intelligence, ScaDS.AI, Germany",Webis Group,Institut für Informatik Universität Leipzig Augustusplatz 10 04109 Leipzig,https://www.mathcs.uni-leipzig.de/ifi/forschung,,ScaDS.AI,,,,"Löhrs Carré Humboldtstraße 25, 3. Obergeschoss 04105 Leipzig",https://scads.ai/,
Germany,"SaL-Lightning Dataset: Search and Eye Gaze Behavior, Resource Interactions and Knowledge Gain during Web Search",10.1145/3498366.3505835,CHIIR,2022,12,,Anett Hoppe,"L3S Research Center, Leibniz Universität Hannover, Germany and TIB - Leibniz Information Centre for Science and Technology, Germany",,,,"L3S Research Center, Leibniz Universität Hannover, Germany; TIB Leibniz Information Centre for Science and Technology, Germany",Forschungszentrum L3S,Appelstraße 9a 30167 Hannover,https://www.l3s.de/de/,,TIB,,,Forschungsgruppe Visual Analytics,TIB - Leibniz Informationszentrum Technik und Naturwissenschaften Lange Laube 28 30159 Hannover,https://www.tib.eu/de/forschung-entwicklung/forschungsgruppen-und-labs/visual-analytics,
Germany,IWILDS'20,10.1145/3340531.3414076,CIKM,2020,4,,Anett Hoppe,"Leibniz Information Centre for Science &amp; Technology, Hannover, Germany",,,,"TIB Leibniz Information Centre for Science and Technology, Germany",Forschungszentrum L3S,Appelstraße 9a 30167 Hannover,https://www.l3s.de/de/,,TIB,,,Forschungsgruppe Visual Analytics,TIB - Leibniz Informationszentrum Technik und Naturwissenschaften Lange Laube 28 30159 Hannover,https://www.tib.eu/de/forschung-entwicklung/forschungsgruppen-und-labs/visual-analytics,
Germany,IWILDS'22 -- Third International Workshop on Investigating Learning During Web Search,10.1145/3477495.3531698,SIGIR,2022,3,,Anett Hoppe,"Leibniz Information Centre for Science and Technology &amp; L3S Research Centre, Leibniz Universität Hannover, Hannover, Germany",,,,"TIB Leibniz Information Centre for Science and Technology, Germany; L3S Research Center, Leibniz Universität Hannover, Germany",Forschungszentrum L3S,Appelstraße 9a 30167 Hannover,https://www.l3s.de/de/,,TIB,,,Forschungsgruppe Visual Analytics,TIB - Leibniz Informationszentrum Technik und Naturwissenschaften Lange Laube 28 30159 Hannover,https://www.tib.eu/de/forschung-entwicklung/forschungsgruppen-und-labs/visual-analytics,
Germany,IWILDS'21: Second International Workshop on Learning During Web Search,10.1145/3459637.3482034,CIKM,2021,4,,Anett Hoppe,"Leibniz Information Centre for Science and Technology &amp; Leibniz Universität Hannover, Hannover, Germany",,,,"TIB Leibniz Information Centre for Science and Technology, Germany; Leibniz Universität Hannover, Germany",Forschungszentrum L3S,Appelstraße 9a 30167 Hannover,https://www.l3s.de/de/,,TIB,,,Forschungsgruppe Visual Analytics,TIB - Leibniz Informationszentrum Technik und Naturwissenschaften Lange Laube 28 30159 Hannover,https://www.tib.eu/de/forschung-entwicklung/forschungsgruppen-und-labs/visual-analytics,
Germany,"SaL-Lightning Dataset: Search and Eye Gaze Behavior, Resource Interactions and Knowledge Gain during Web Search",10.1145/3498366.3505835,CHIIR,2022,12,,Ralph Ewerth,"L3S Research Center, Leibniz Universität Hannover, Germany and TIB - Leibniz Information Centre for Science and Technology, Germany",,,,"L3S Research Center, Leibniz Universität Hannover, Germany; TIB Leibniz Information Centre for Science and Technology, Germany",Forschungszentrum L3S,Appelstraße 9a 30167 Hannover,https://www.l3s.de/de/,,TIB,,,Forschungsgruppe Visual Analytics,TIB - Leibniz Informationszentrum Technik und Naturwissenschaften Lange Laube 28 30159 Hannover,https://www.tib.eu/de/forschung-entwicklung/forschungsgruppen-und-labs/visual-analytics,
USA,Exploring and Analyzing Change,10.1145/3511808.3555799,CIKM,2022,5,,Dmitri V. Kalashnikov,", San Diego, CA, USA",,,,,,,,,,,,,,,
Denmark,A Manifesto on Resource Re-Use in Interactive Information Retrieval,10.1145/3406522.3446056,CHIIR,2021,5,,Toine Bogers,"Aalborg University Copenhagen, Copenhagen, Denmark",,,,,,,,,,,,,,,
Denmark,"How we Work, Share, and Re-use at CHIIR",10.1145/3576840.3578305,CHIIR,2023,6,http://orcid.org/0000-0002-3622-2698,Birger Larsen,"Aalborg University, Denmark",,,,,,,,,,,,,,,
Denmark,Collaboration Patterns and Impact of Sharing at CHIIR,10.1145/3576840.3578276,CHIIR,2023,6,http://orcid.org/0000-0002-3622-2698,Birger Larsen,"Aalborg University, Denmark",,,,,,,,,,,,,,,
Denmark,"How we Work, Share, and Re-use at CHIIR",10.1145/3576840.3578305,CHIIR,2023,6,http://orcid.org/0000-0003-0716-676X,Toine Bogers,"Aalborg University, Denmark",,,,,,,,,,,,,,,
Denmark,Third Workshop on Building towards Information Interaction and Retrieval Resources Re-use (BIIRRR 2022),10.1145/3498366.3505838,CHIIR,2022,6,,Toine Bogers,"Aalborg University, Denmark",,,,,,,,,,,,,,,
Denmark,Few-Shot Knowledge Validation using Rules,10.1145/3442381.3450040,WWW,2021,6,,Davide Mottin,"Aarhus University, Denmark",,,,,,,,,,,,,,,
India,Knowledge-Aware Neural Networks for Medical Forum Question Classification,10.1145/3459637.3482128,CIKM,2021,9,,Anandhavelu Natarajan,"Adobe Research, Bangalore, India",,,,,,,,,,,,,,,
USA,CAFE,10.1145/3340531.3412038,CIKM,2020,11,,Handong Zhao,"Adobe Research, San Jose, CA, USA",,,,,,,,,,,,,,,
USA,UserNLP’22: 2022 International Workshop on User-centered Natural Language Processing,10.1145/3487553.3524879,WWW,2022,7,,Franck Dernoncourt,"Adobe Research, USA",,,,,,,,,,,,,,,
Spain,CDCEO'21 - First Workshop on Complex Data Challenges in Earth Observation,10.1145/3459637.3482044,CIKM,2021,9,,Pilar Rípodas,"Agencia Estatal de Meteorología, AEMET, Madrid, Spain",,,,,,,,,,,,,,,
USA,Simplified Data Wrangling with ir_datasets,10.1145/3404835.3463254,SIGIR,2021,6,,Arman Cohan,"Allen Institute for AI, Seattle, WA, USA",,,,,,,,,,,,,,,
USA,Simplified Data Wrangling with ir_datasets,10.1145/3404835.3463254,SIGIR,2021,6,,Doug Downey,"Allen Institute for AI, Seattle, WA, USA",,,,,,,,,,,,,,,
USA,Simplified Data Wrangling with ir_datasets,10.1145/3404835.3463254,SIGIR,2021,6,,Sergey Feldman,"Allen Institute for AI, Seattle, WA, USA",,,,,,,,,,,,,,,
Spain,Question Answering using Web Lists,10.1145/3459637.3482163,CIKM,2021,4,,Adria de Gispert,"Amazon Alexa AI, Barcelona, Spain",,,,,,,,,,,,,,,
Spain,Question Rewriting for Open-Domain Conversational QA,10.1145/3459637.3482164,CIKM,2021,5,,Adriá de Gispert,"Amazon Alexa AI, Barcelona, Spain",,,,,,,,,,,,,,,
Germany,Fair Effect Attribution in Parallel Online Experiments,10.1145/3487553.3524211,WWW,2022,6,,Alexander Buchholz,"Amazon Music ML, Germany",,,,"Amazon Music, Berlin, Germany","Amazon Music, Berlin, Germany",Krausenstr. 38 10117  Berlin,https://www.amazon.de/,,,,,,,,
Germany,Modeling Position Bias Ranking for Streaming Media Services,10.1145/3487553.3524210,WWW,2022,5,,Alexander Buchholz,"Amazon Music ML, Germany",,,,"Amazon Music, Berlin, Germany","Amazon Music, Berlin, Germany",Krausenstr. 38 10117  Berlin,https://www.amazon.de/,,,,,,,,
Germany,Question Answering using Web Lists,10.1145/3459637.3482163,CIKM,2021,4,,Anoop R. Katti,"Amazon Alexa AI, Berlin, Germany",,,,"Amazon Alexa, Berlin, Germany","Amazon Alexa, Berlin, Germany",Krausenstr. 38 10117  Berlin,https://www.amazon.de/,"Amazon wurde zu Amazon Development Center Germany GmbH zusammengefasst, weil die einzelnen Instanzen und ihre Adressen nicht genau ermitteln werden konnten. ",,,,,,,
Germany,Learning to Rank in the Position Based Model with Bandit Feedback,10.1145/3340531.3412723,CIKM,2020,4,,Beyza Ermis,"Amazon, Berlin, Germany",,,,"Amazon, Berlin, Germany","Amazon Music, Berlin, Germany",Krausenstr. 38 10117  Berlin,https://www.amazon.de/,,,,,,,,
Germany,Question Rewriting for Open-Domain Conversational QA,10.1145/3459637.3482164,CIKM,2021,5,,Gianni Barlacchi,"Amazon Alexa AI, Berlin, Germany",,,,"Amazon Alexa, Berlin, Germany","Amazon Alexa, Berlin, Germany",Krausenstr. 38 10117  Berlin,https://www.amazon.de/,,,,,,,,
Germany,Personalizing Natural Language Understanding using Multi-armed Bandits and Implicit Feedback,10.1145/3340531.3412736,CIKM,2020,3,,Giovanni Zappella,"Amazon Music, Berlin, Germany",,,,"Amazon Music, Berlin, Germany","Amazon Music, Berlin, Germany",Krausenstr. 38 10117  Berlin,https://www.amazon.de/,,,,,,,,
Germany,Learning to Rank in the Position Based Model with Bandit Feedback,10.1145/3340531.3412723,CIKM,2020,4,,Giovanni Zappella,"Amazon, Berlin, Germany",,,,"Amazon, Berlin, Germany","Amazon Music, Berlin, Germany",Krausenstr. 38 10117  Berlin,https://www.amazon.de/,,,,,,,,
Germany,Fair Effect Attribution in Parallel Online Experiments,10.1145/3487553.3524211,WWW,2022,6,,Giuseppe Di Benedetto,"Amazon Music ML, Germany",,,,"Amazon Music, Berlin, Germany","Amazon Music, Berlin, Germany",Krausenstr. 38 10117  Berlin,https://www.amazon.de/,,,,,,,,
Germany,Modeling Position Bias Ranking for Streaming Media Services,10.1145/3487553.3524210,WWW,2022,5,,Giuseppe Di Benedetto,"Amazon Music ML, Germany",,,,"Amazon Music, Berlin, Germany","Amazon Music, Berlin, Germany",Krausenstr. 38 10117  Berlin,https://www.amazon.de/,,,,,,,,
Germany,Question Answering using Web Lists,10.1145/3459637.3482163,CIKM,2021,4,,Hagen Fuerstenau,"Amazon Alexa AI, Berlin, Germany",,,,"Amazon Alexa, Berlin, Germany","Amazon Alexa, Berlin, Germany",Krausenstr. 38 10117  Berlin,https://www.amazon.de/,,,,,,,,
Germany,Search Filter Ranking with Language-Aware Label Embeddings,10.1145/3487553.3524218,WWW,2022,4,,Jacek Golebiowski,"Amazon Research, Germany",,,,"Amazon Research, Germany","Amazon Music, Berlin, Germany",Krausenstr. 38 10117  Berlin,https://www.amazon.de/,,,,,,,,
Germany,Question Answering using Web Lists,10.1145/3459637.3482163,CIKM,2021,4,,Kai Hui,"Amazon Alexa AI, Berlin, Germany",,,,"Amazon Alexa, Berlin, Germany","Amazon Alexa, Berlin, Germany",Krausenstr. 38 10117  Berlin,https://www.amazon.de/,,,,,,,,
Germany,Contextualized Offline Relevance Weighting for Efficient and Effective Neural Retrieval,10.1145/3404835.3463073,SIGIR,2021,6,,Kai Hui,"Amazon Alexa, Berlin, Germany",,,,"Amazon Alexa, Berlin, Germany","Amazon Alexa, Berlin, Germany",Krausenstr. 38 10117  Berlin,https://www.amazon.de/,,,,,,,,
Germany,Question Rewriting for Open-Domain Conversational QA,10.1145/3459637.3482164,CIKM,2021,5,,Marco Del Tredici,"Amazon Alexa AI, Berlin, Germany",,,,"Amazon Alexa, Berlin, Germany","Amazon Alexa, Berlin, Germany",Krausenstr. 38 10117  Berlin,https://www.amazon.de/,,,,,,,,
Germany,Fair Effect Attribution in Parallel Online Experiments,10.1145/3487553.3524211,WWW,2022,6,,Matteo Ruffini,"Amazon Music ML, Germany",,,,"Amazon Music, Berlin, Germany","Amazon Music, Berlin, Germany",Krausenstr. 38 10117  Berlin,https://www.amazon.de/,,,,,,,,
Germany,Modeling Position Bias Ranking for Streaming Media Services,10.1145/3487553.3524210,WWW,2022,5,,Matteo Ruffini,"Amazon Music ML, Germany",,,,"Amazon Music, Berlin, Germany","Amazon Music, Berlin, Germany",Krausenstr. 38 10117  Berlin,https://www.amazon.de/,,,,,,,,
Germany,Personalizing Natural Language Understanding using Multi-armed Bandits and Implicit Feedback,10.1145/3340531.3412736,CIKM,2020,3,,Patrick Ernst,"Amazon Music, Berlin, Germany",,,,"Amazon Music, Berlin, Germany","Amazon Music, Berlin, Germany",Krausenstr. 38 10117  Berlin,https://www.amazon.de/,,,,,,,,
Germany,Learning to Rank in the Position Based Model with Bandit Feedback,10.1145/3340531.3412723,CIKM,2020,4,,Patrick Ernst,"Amazon, Berlin, Germany",,,,"Amazon, Berlin, Germany",Amazon Development Center Germany GmbH,Krausenstr. 38 10117  Berlin,https://www.amazon.de/,,,,,,,,
USA,Fair Effect Attribution in Parallel Online Experiments,10.1145/3487553.3524211,WWW,2022,6,,Fabian Moerchen,"Amazon Music ML, USA",,,,,,,,,,,,,,,
Germany,Fair Effect Attribution in Parallel Online Experiments,10.1145/3487553.3524211,WWW,2022,6,,Vito Bellini,"Amazon Music ML, Germany",,,,"Amazon Music, Berlin, Germany","Amazon Music, Berlin, Germany",Krausenstr. 38 10117  Berlin,https://www.amazon.de/,,,,,,,,
Germany,Modeling Position Bias Ranking for Streaming Media Services,10.1145/3487553.3524210,WWW,2022,5,,Vito Bellini,"Amazon Music ML, Germany",,,,"Amazon Music, Berlin, Germany","Amazon Music, Berlin, Germany",Krausenstr. 38 10117  Berlin,https://www.amazon.de/,,,,,,,,
USA,Personalizing Natural Language Understanding using Multi-armed Bandits and Implicit Feedback,10.1145/3340531.3412736,CIKM,2020,3,,Fabian Moerchen,"Amazon Music, Seattle, WA, USA",,,,,,,,,,,,,,,
Germany,Question Rewriting for Open-Domain Conversational QA,10.1145/3459637.3482164,CIKM,2021,5,,Weiwei Cheng,"Amazon Alexa AI, Berlin, Germany",,,,"Amazon Alexa, Berlin, Germany","Amazon Alexa, Berlin, Germany",Krausenstr. 38 10117  Berlin,https://www.amazon.de/,,,,,,,,
Germany,Question Rewriting for Open-Domain Conversational QA,10.1145/3459637.3482164,CIKM,2021,5,,Xiaoyu Shen,"Amazon Alexa AI, Berlin, Germany",,,,"Amazon Alexa, Berlin, Germany","Amazon Alexa, Berlin, Germany",Krausenstr. 38 10117  Berlin,https://www.amazon.de/,,,,,,,,
Germany,Fair Effect Attribution in Parallel Online Experiments,10.1145/3487553.3524211,WWW,2022,6,,Yannik Stein,"Amazon Music ML, Germany",,,,"Amazon Music, Berlin, Germany","Amazon Music, Berlin, Germany",Krausenstr. 38 10117  Berlin,https://www.amazon.de/,,,,,,,,
Germany,Modeling Position Bias Ranking for Streaming Media Services,10.1145/3487553.3524210,WWW,2022,5,,Yannik Stein,"Amazon Music ML, Germany",,,,"Amazon Music, Berlin, Germany","Amazon Music, Berlin, Germany",Krausenstr. 38 10117  Berlin,https://www.amazon.de/,,,,,,,,
Germany,Learning to Rank in the Position Based Model with Bandit Feedback,10.1145/3340531.3412723,CIKM,2020,4,,Yannik Stein,"Amazon, Berlin, Germany",,,,"Amazon, Berlin, Germany","Amazon Music, Berlin, Germany",Krausenstr. 38 10117  Berlin,https://www.amazon.de/,,,,,,,,
Germany,Search Filter Ranking with Language-Aware Label Embeddings,10.1145/3487553.3524218,WWW,2022,4,,Ziawasch Abedjan,"Amazon Search, Leibniz University Hannover, L3S Research Center, Germany",,,,"Amazon Search, Germany; Leibniz Universität Hannover, Germany; L3S Research Center, Leibniz Universität Hannover, Germany",Amazon Development Center Germany GmbH,Krausenstr. 38 10117  Berlin,https://www.amazon.de/,,,,,,,,
Germany,Enhancing Multilingual Accessibility of Question Answering over Knowledge Graphs,10.1145/3487553.3524197,WWW,2022,1,,Aleksandr Perevalov,"Anhalt University of Applied Sciences, Germany",Hochschule Anhalt,Informatik und Sprachen,Lehrstuhl Web Engineering,"Anhalt University of Applied Sciences, Germany",,Hochschule Anhalt Fachbereich 5: Informatik und Sprachen Lohmannstraße 23 06366 Köthen,https://www.hs-anhalt.de/hochschule-anhalt/fachbereich-5/ueberblick.html,,,,,,,,
Austria,2nd Workshop on Patent Text Mining and Semantic Technologies (PatentSemTech2021),10.1145/3404835.3462816,SIGIR,2021,6,,Linda Andersson,"Artificial Researcher IT GmbH, Vienna, Austria",,,,,,,,,,,,,,,
Austria,3rd Workshop on Patent Text Mining and Semantic Technologies (PatentSemTech2022),10.1145/3477495.3531702,SIGIR,2022,6,,Linda Andersson,"Artificial Researcher IT GmbH, Vienna, Austria",,,,,,,,,,,,,,,
Germany,SciBiD: Novel Scientometrics and NoSQL-enabled Scalable and domain-specific Analysis of Big Scholar Data,10.1145/3442442.3453544,WWW,2021,3,,Jonathan Hermann,"Assecor GmbH, Germany",,,,"Assecor GmbH, Germany",,,,,,,,,,,
UK,"COnSeNT 2022: 2nd International Workshop on Consent Management in Online Services, Networks and Things",10.1145/3487553.3524866,WWW,2022,4,,Vitor Jesus,"Aston University, United Kingdom",,,,,,,,,,,,,,,
UK,PyTorch Geometric Temporal: Spatiotemporal Signal Processing with Neural Machine Learning Models,10.1145/3459637.3482014,CIKM,2021,11,,Benedek Rozemberczki,"AstraZeneca, Cambridge, United Kingdom",,,,,,,,,,,,,,,
USA,Exploring and Analyzing Change,10.1145/3511808.3555799,CIKM,2022,5,,Divesh Srivastava,"AT&amp;T, Bedminster, NJ, USA",,,,,,,,,,,,,,,
Greece,INforE,10.1145/3340531.3417435,CIKM,2020,19,,Alkis Simitsis,"Athena Research Center &amp; Technical University of Crete, Maroussi, Athens, Greece",,,,,,,,,,,,,,,
Greece,INforE,10.1145/3340531.3417435,CIKM,2020,19,,Antonios Deligiannakis,"Athena Research Center &amp; Technical University of Crete, Maroussi, Athens, Greece",,,,,,,,,,,,,,,
Greece,INforE,10.1145/3340531.3417435,CIKM,2020,19,,Antonis Kontaxakis,"Athena Research Center &amp; Technical University of Crete, Maroussi, Athens, Greece",,,,,,,,,,,,,,,
Greece,INforE,10.1145/3340531.3417435,CIKM,2020,19,,Aris Konidaris,"Athena Research Center &amp; Technical University of Crete, Maroussi, Athens, Greece",,,,,,,,,,,,,,,
Greece,INforE,10.1145/3340531.3417435,CIKM,2020,19,,George Stamatakis,"Athena Research Center &amp; Technical University of Crete, Maroussi, Athens, Greece",,,,,,,,,,,,,,,
Greece,INforE,10.1145/3340531.3417435,CIKM,2020,19,,Minos Garofalakis,"Athena Research Center &amp; Technical University of Crete, Maroussi, Athens, Greece",,,,,,,,,,,,,,,
Greece,INforE,10.1145/3340531.3417435,CIKM,2020,19,,Nikos Giatrakos,"Athena Research Center &amp; Technical University of Crete, Maroussi, Athens, Greece",,,,,,,,,,,,,,,
Greece,INforE,10.1145/3340531.3417435,CIKM,2020,19,,Theodoros Bitsakis,"Athena Research Center &amp; Technical University of Crete, Maroussi, Athens, Greece",,,,,,,,,,,,,,,
Greece,INforE,10.1145/3340531.3417435,CIKM,2020,19,,Vasilis Samoladas,"Athena Research Center &amp; Technical University of Crete, Maroussi, Athens, Greece",,,,,,,,,,,,,,,
Greece,INforE,10.1145/3340531.3417435,CIKM,2020,19,,Yannis Kotidis,"Athens University of Economics and Business &amp; Athena Research Center, Athens, Greece",,,,,,,,,,,,,,,
