Land,title,doi,acronym,year,num_authors,orcid,name,affiliation,affiliation_clean,Fakultät,Institut / Lehrstuhl / Fachbereich / Ptrofessur,c_aff,AG / Bereich,Adresse,Homepage,Notiz,2_affiliation_clean,2_Fakultät,2_Institut / Lehrstuhl / Fachbereich / Ptrofessur,2_AG / Bereich,2_Adresse,2_Homepage,2_Notiz
UK,Third Workshop on Building towards Information Interaction and Retrieval Resources Re-use (BIIRRR 2022),10.1145/3498366.3505838,CHIIR,2022,6,,Mark Michael Hall,"The Open University, United Kingdom",,,,,,,,,,,,,,,
Framce,Can Machine Translation be a Reasonable Alternative for Multilingual Question Answering Systems over Knowledge Graphs?,10.1145/3485447.3511940,WWW,2022,4,,Dennis Diefenbach,"The QA Company, France and Laboratoire Hubert Curien, UMR CNRS 5516, Université Jean Monnet, France",,,,,,,,,,,,,,,
Canada,COVID-19 Information-Tracking Solutions: A Qualitative Investigation of the Factors Influencing People’s Adoption Intention,10.1145/3498366.3505756,CHIIR,2022,5,,Borke Obada-Obieh,"The University of British Columbia, Canada",,,,,,,,,,,,,,,
Canada,COVID-19 Information-Tracking Solutions: A Qualitative Investigation of the Factors Influencing People’s Adoption Intention,10.1145/3498366.3505756,CHIIR,2022,5,,Konstantin Beznosov,"The University of British Columbia, Canada",,,,,,,,,,,,,,,
Canada,COVID-19 Information-Tracking Solutions: A Qualitative Investigation of the Factors Influencing People’s Adoption Intention,10.1145/3498366.3505756,CHIIR,2022,5,,Yue Huang,"The University of British Columbia, Canada",,,,,,,,,,,,,,,
UK,UnCommonSense: Informative Negative Knowledge about Everyday Concepts,10.1145/3511808.3557484,CIKM,2022,4,,Jeff Z. Pan,"The University of Edinburgh, Edinburgh, United Kingdom",,,,,,,,,,,,,,,
Australia,NTAM: Neighborhood-Temporal Attention Model for Disk Failure Prediction in Cloud Platforms,10.1145/3442381.3449867,WWW,2021,11,,Hongyu Zhang,"The University of Newcastle, Australia",,,,,,,,,,,,,,,
USA,State-Aware Meta-Evaluation of Evaluation Metrics in Interactive Information Retrieval,10.1145/3459637.3482190,CIKM,2021,2,,Jiqun Liu,"The University of Oklahoma, Norman, OK, USA",,,,,,,,,,,,,,,
USA,IWILDS'21: Second International Workshop on Learning During Web Search,10.1145/3459637.3482034,CIKM,2021,4,,Jiqun Liu,"The University of Oklahoma, Norman, OK, USA",,,,,,,,,,,,,,,
USA,IWILDS'22 -- Third International Workshop on Investigating Learning During Web Search,10.1145/3477495.3531698,SIGIR,2022,3,,Jiqun Liu,"The University of Oklahoma, Norman, OK, USA",,,,,,,,,,,,,,,
Germany,Investigating the Influence of Featured Snippets on User Attitudes,10.1145/3576840.3578323,CHIIR,2023,4,http://orcid.org/0000-0002-2615-5807,Sebastian Schwarz,"University of Regensburg, Germany",Universität Regensburg,"Fakultät für Sprach-, Literatur- und Kulturwissenschaften","Institut für Information und Medien, Sprache und Kultur (I:IMSK)","University Regensburg, Germany",Lehrstuhl für Informationswissenschaft,"Institut für Information und Medien, Sprache und Kultur (I:IMSK) Universität Regensburg Universitätsstraße 31 93053 Regensburg",https://www.uni-regensburg.de/sprache-literatur-kultur/informationswissenschaft/home/index.html,,,,,,,,
Germany,“I’m at my wits’ end” - Anticipating Information Needs and Appropriate Support Strategies in Behaviour Change,10.1145/3498366.3505807,CHIIR,2022,1,,Selina Meyer,"Chair for Information Science, University of Regensburg, Germany",Universität Regensburg,"Fakultät für Sprach-, Literatur- und Kulturwissenschaften","Institut für Information und Medien, Sprache und Kultur (I:IMSK)","University Regensburg, Germany",Lehrstuhl für Informationswissenschaft,"Institut für Information und Medien, Sprache und Kultur (I:IMSK) Universität Regensburg Universitätsstraße 31 93053 Regensburg",https://www.uni-regensburg.de/sprache-literatur-kultur/information-medien-sprache-kultur/institut/index.html,,,,,,,,
Germany,Towards Search Strategies for Better Privacy and Information,10.1145/3343413.3377958,CHIIR,2020,4,,Udo Kruschwitz,"Universität Regensburg, Regensburg, Germany",Universität Regensburg,"Fakultät für Sprach-, Literatur- und Kulturwissenschaften","Institut für Information und Medien, Sprache und Kultur (I:IMSK)","University Regensburg, Germany",Lehrstuhl für Informationswissenschaft,"Institut für Information und Medien, Sprache und Kultur (I:IMSK) Universität Regensburg Universitätsstraße 31 93053 Regensburg",https://www.uni-regensburg.de/sprache-literatur-kultur/information-medien-sprache-kultur/institut/index.html,,,,,,,,
Germany,Identifying Argumentative Questions in Web Search Logs,10.1145/3477495.3531864,SIGIR,2022,4,,Yamen Ajjour,"Leipzig University &amp; Bauhaus-Universität Weimar, Leipzig, Germany",Universität Weimar,,,"Leipzig University, Germany; Bauhaus-Universität Weimar, Germany",Webis Group,Fakultät Medien Bauhaus-Universität Weimar Schwanseestraße 143 99423 Weimar,https://www.uni-weimar.de/en/media/chairs/computer-science-department/webis/home/,,,,,,,,
Germany,The Infinite Index: Information Retrieval on Generative Text-To-Image Models,10.1145/3576840.3578327,CHIIR,2023,7,http://orcid.org/0000-0001-9033-2217,Benno Stein,"Bauhaus-Universität Weimar, Germany",Universität Weimar,,,"Bauhaus-Universität Weimar, Germany",Webis Group,Fakultät Medien Bauhaus-Universität Weimar Schwanseestraße 143 99423 Weimar,https://www.uni-weimar.de/en/media/chairs/computer-science-department/webis/home/,,,,,,,,
Germany,Guiding Oral Conversations: How to Nudge Users Towards Asking Questions?,10.1145/3576840.3578291,CHIIR,2023,5,http://orcid.org/0000-0001-9033-2217,Benno Stein,"Bauhaus-Universität Weimar, Germany",Universität Weimar,,,"Bauhaus-Universität Weimar, Germany",Webis Group,,https://webis.de/,,,,,,,,
Germany,What is That? Crowdsourcing Questions to a Virtual Exhibition,10.1145/3498366.3505836,CHIIR,2022,5,,Benno Stein,"Bauhaus-Universität Weimar, Germany",Universität Weimar,,,"Bauhaus-Universität Weimar, Germany",Webis Group,,https://webis.de/,,,,,,,,
Germany,Investigating Expectations for Voice-based and Conversational Argument Search on the Web,10.1145/3343413.3377978,CHIIR,2020,5,,Benno Stein,"Bauhaus-Universität Weimar, Weimar, Germany",Universität Weimar,,,"Bauhaus-Universität Weimar, Germany",Webis Group,,https://webis.de/,,,,,,,,
Germany,Estimating Topic Difficulty Using Normalized Discounted Cumulated Gain,10.1145/3340531.3412109,CIKM,2020,4,,Benno Stein,"Bauhaus-Universität Weimar, Weimar, Germany",Universität Weimar,,,"Bauhaus-Universität Weimar, Germany",Webis Group,,https://webis.de/,,,,,,,,
Germany,Web Page Segmentation Revisited,10.1145/3340531.3412782,CIKM,2020,6,,Benno Stein,"Bauhaus-Universität Weimar, Weimar, Germany",Universität Weimar,,,"Bauhaus-Universität Weimar, Germany",Webis Group,,https://webis.de/,,,,,,,,
Germany,CopyCat: Near-Duplicates Within and Between the ClueWeb and the Common Crawl,10.1145/3404835.3463246,SIGIR,2021,7,,Benno Stein,"Bauhaus-Universität Weimar, Weimar, Germany",Universität Weimar,,,"Bauhaus-Universität Weimar, Germany",Webis Group,,https://webis.de/,,,,,,,,
Germany,Identifying Queries in Instant Search Logs,10.1145/3404835.3463025,SIGIR,2021,5,,Benno Stein,"Bauhaus-Universität Weimar, Weimar, Germany",Universität Weimar,,,"Bauhaus-Universität Weimar, Germany",Webis Group,,https://webis.de/,,,,,,,,
Germany,The Information Retrieval Anthology,10.1145/3404835.3462798,SIGIR,2021,11,,Benno Stein,"Bauhaus-Universität Weimar, Weimar, Germany",Universität Weimar,,,"Bauhaus-Universität Weimar, Germany",Webis Group,,https://webis.de/,,,,,,,,
Germany,Axiomatic Retrieval Experimentation with ir_axioms,10.1145/3477495.3531743,SIGIR,2022,6,,Benno Stein,"Bauhaus-Universität Weimar, Weimar, Germany",Universität Weimar,,,"Bauhaus-Universität Weimar, Germany",Webis Group,,https://webis.de/,,,,,,,,
Germany,Identifying Argumentative Questions in Web Search Logs,10.1145/3477495.3531864,SIGIR,2022,4,,Benno Stein,"Bauhaus-Universität Weimar, Weimar, Germany",Universität Weimar,,,"Bauhaus-Universität Weimar, Germany",Webis Group,,https://webis.de/,,,,,,,,
Germany,Investigating Expectations for Voice-based and Conversational Argument Search on the Web,10.1145/3343413.3377978,CHIIR,2020,5,,Eva Hornecker,"Bauhaus-Universität Weimar, Weimar, Germany",Universität Weimar,,,"Bauhaus-Universität Weimar, Germany",Webis Group,,https://webis.de/,,,,,,,,
Germany,Web Page Segmentation Revisited,10.1145/3340531.3412782,CIKM,2020,6,,Florian Kneist,"Bauhaus-Universität Weimar, Weimar, Germany",Universität Weimar,,,"Bauhaus-Universität Weimar, Germany",Webis Group,,https://webis.de/,,,,,,,,
Germany,The Infinite Index: Information Retrieval on Generative Text-To-Image Models,10.1145/3576840.3578327,CHIIR,2023,7,http://orcid.org/0000-0002-7656-0560,Gianluca Pandolfo,"Bauhaus-Universität Weimar, Germany",Universität Weimar,,,"Bauhaus-Universität Weimar, Germany",Webis Group,,https://webis.de/,,,,,,,,
Germany,Guiding Oral Conversations: How to Nudge Users Towards Asking Questions?,10.1145/3576840.3578291,CHIIR,2023,5,http://orcid.org/0000-0002-4475-2349,Jan Ehlers,"Bauhaus-Universität Weimar, Germany",Universität Weimar,,,"Bauhaus-Universität Weimar, Germany",Webis Group,,https://webis.de/,,,,,,,,
Germany,Sampling Bias Due to Near-Duplicates in Learning to Rank,10.1145/3397271.3401212,SIGIR,2020,5,,Janek Bevendorff,"Bauhaus-Universität Weimar, Weimar, Germany",Universität Weimar,,,"Bauhaus-Universität Weimar, Germany",Webis Group,,https://webis.de/,,,,,,,,
Germany,CopyCat: Near-Duplicates Within and Between the ClueWeb and the Common Crawl,10.1145/3404835.3463246,SIGIR,2021,7,,Janek Bevendorff,"Bauhaus-Universität Weimar, Weimar, Germany",Universität Weimar,,,"Bauhaus-Universität Weimar, Germany",Webis Group,,https://webis.de/,,,,,,,,
Germany,The Information Retrieval Anthology,10.1145/3404835.3462798,SIGIR,2021,11,,Janek Bevendorff,"Bauhaus-Universität Weimar, Weimar, Germany",Universität Weimar,,,"Bauhaus-Universität Weimar, Germany",Webis Group,,https://webis.de/,,,,,,,,
Germany,The Infinite Index: Information Retrieval on Generative Text-To-Image Models,10.1145/3576840.3578327,CHIIR,2023,7,http://orcid.org/0000-0002-1617-6508,Johannes Kiesel,"Bauhaus-Universität Weimar, Germany",Universität Weimar,,,"Bauhaus-Universität Weimar, Germany",Webis Group,,https://webis.de/,,,,,,,,
Germany,Guiding Oral Conversations: How to Nudge Users Towards Asking Questions?,10.1145/3576840.3578291,CHIIR,2023,5,http://orcid.org/0000-0002-1617-6508,Johannes Kiesel,"Bauhaus-Universität Weimar, Germany",Universität Weimar,,,"Bauhaus-Universität Weimar, Germany",Webis Group,,https://webis.de/,,,,,,,,
Germany,What is That? Crowdsourcing Questions to a Virtual Exhibition,10.1145/3498366.3505836,CHIIR,2022,5,,Johannes Kiesel,"Bauhaus-Universität Weimar, Germany",Universität Weimar,,,"Bauhaus-Universität Weimar, Germany",Webis Group,,https://webis.de/,,,,,,,,
Germany,Investigating Expectations for Voice-based and Conversational Argument Search on the Web,10.1145/3343413.3377978,CHIIR,2020,5,,Johannes Kiesel,"Bauhaus-Universität Weimar, Weimar, Germany",Universität Weimar,,,"Bauhaus-Universität Weimar, Germany",Webis Group,,https://webis.de/,,,,,,,,
Germany,Web Page Segmentation Revisited,10.1145/3340531.3412782,CIKM,2020,6,,Johannes Kiesel,"Bauhaus-Universität Weimar, Weimar, Germany",Universität Weimar,,,"Bauhaus-Universität Weimar, Germany",Webis Group,,https://webis.de/,,,,,,,,
Germany,What is That? Crowdsourcing Questions to a Virtual Exhibition,10.1145/3498366.3505836,CHIIR,2022,5,,Josef Roth,"Bauhaus-Universität Weimar, Germany",Universität Weimar,,,"Bauhaus-Universität Weimar, Germany",Webis Group,,https://webis.de/,,,,,,,,
India,UserNLP’22: 2022 International Workshop on User-centered Natural Language Processing,10.1145/3487553.3524879,WWW,2022,7,,Ramit Sawhney,"Tower Research Capital, India",,,,,,,,,,,,,,,
Germany,Quality-Aware Ranking of Arguments,10.1145/3340531.3411960,CIKM,2020,2,,Lorik Dumani,"Trier University, Trier, Germany",Trier University,Informatik,Professur für Datenbanken & Informationssysteme,"Trier University, Germany",,Fachbereich IV - Informatik Universität Trier Universitätsring 15 54296 Trier,https://www.uni-trier.de/universitaet/fachbereiche-faecher/fachbereich-iv/faecher,,,,,,,,
Germany,Fine and Coarse Granular Argument Classification before Clustering,10.1145/3459637.3482431,CIKM,2021,3,,Lorik Dumani,"Trier University, Trier, Germany",Trier University,Informatik,Professur für Datenbanken & Informationssysteme,"Trier University, Germany",,Fachbereich IV - Informatik Universität Trier Universitätsring 15 54296 Trier,https://www.uni-trier.de/universitaet/fachbereiche-faecher/fachbereich-iv/faecher,,,,,,,,
Germany,QuARk: A GUI for Quality-Aware Ranking of Arguments,10.1145/3404835.3462795,SIGIR,2021,3,,Lorik Dumani,"Trier University, Trier, Germany",Trier University,Informatik,Professur für Datenbanken & Informationssysteme,"Trier University, Germany",,Fachbereich IV - Informatik Universität Trier Universitätsring 15 54296 Trier,https://www.uni-trier.de/universitaet/fachbereiche-faecher/fachbereich-iv/faecher,,,,,,,,
Germany,QuARk: A GUI for Quality-Aware Ranking of Arguments,10.1145/3404835.3462795,SIGIR,2021,3,,Markus Nilles,"Trier University, Trier, Germany",Trier University,Informatik,Professur für Datenbanken & Informationssysteme,"Trier University, Germany",,Fachbereich IV - Informatik Universität Trier Universitätsring 15 54296 Trier,https://www.uni-trier.de/universitaet/fachbereiche-faecher/fachbereich-iv/faecher,,,,,,,,
Germany,Quality-Aware Ranking of Arguments,10.1145/3340531.3411960,CIKM,2020,2,,Ralf Schenkel,"Trier University, Trier, Germany",Trier University,Informatik,Professur für Datenbanken & Informationssysteme,"Trier University, Germany",,Fachbereich IV - Informatik Universität Trier Universitätsring 15 54296 Trier,https://www.uni-trier.de/universitaet/fachbereiche-faecher/fachbereich-iv/faecher,,,,,,,,
Germany,Sample Driven Data Mapping for Linked Data and Web APIs,10.1145/3340531.3417438,CIKM,2020,2,,Ralf Schenkel,"Trier University, Trier, Germany",Trier University,Informatik,Professur für Datenbanken & Informationssysteme,"Trier University, Germany",,Fachbereich IV - Informatik Universität Trier Universitätsring 15 54296 Trier,https://www.uni-trier.de/universitaet/fachbereiche-faecher/fachbereich-iv/faecher,,,,,,,,
Germany,Fine and Coarse Granular Argument Classification before Clustering,10.1145/3459637.3482431,CIKM,2021,3,,Ralf Schenkel,"Trier University, Trier, Germany",Trier University,Informatik,Professur für Datenbanken & Informationssysteme,"Trier University, Germany",,Fachbereich IV - Informatik Universität Trier Universitätsring 15 54296 Trier,https://www.uni-trier.de/universitaet/fachbereiche-faecher/fachbereich-iv/faecher,,,,,,,,
Germany,QuARk: A GUI for Quality-Aware Ranking of Arguments,10.1145/3404835.3462795,SIGIR,2021,3,,Ralf Schenkel,"Trier University, Trier, Germany",Trier University,Informatik,Professur für Datenbanken & Informationssysteme,"Trier University, Germany",,Fachbereich IV - Informatik Universität Trier Universitätsring 15 54296 Trier,https://www.uni-trier.de/universitaet/fachbereiche-faecher/fachbereich-iv/faecher,,,,,,,,
Germany,Sample Driven Data Mapping for Linked Data and Web APIs,10.1145/3340531.3417438,CIKM,2020,2,,Tobias Zeimetz,"Trier University, Trier, Germany",Trier University,Informatik,Professur für Datenbanken & Informationssysteme,"Trier University, Germany",,Fachbereich IV - Informatik Universität Trier Universitätsring 15 54296 Trier,https://www.uni-trier.de/universitaet/fachbereiche-faecher/fachbereich-iv/faecher,,,,,,,,
Uruguay,PyTorch Geometric Temporal: Spatiotemporal Signal Processing with Neural Machine Learning Models,10.1145/3459637.3482014,CIKM,2021,11,,Guzmán López,"Tryolabs, Montevideo, Uruguay",,,,,,,,,,,,,,,
Germany,Detecting and Quantifying Wash Trading on Decentralized Cryptocurrency Exchanges,10.1145/3442381.3449824,WWW,2021,2,,Andrea Marie Weintraud,"TU Berlin, Germany",,,,"Technische Universität Berlin, Germany",,,,,,,,,,,
Germany,Detecting and Quantifying Wash Trading on Decentralized Cryptocurrency Exchanges,10.1145/3442381.3449824,WWW,2021,2,,Friedhelm Victor,"TU Berlin, Germany","TU Berlin, Germany",Fakultät IV - Elektrotechnik und Informatik,Institut für Telekommunikationssysteme,"Technische Universität Berlin, Germany",Service-centric Networking,Hauptgebäude (H) Straße des 17. Juni 135 10623 Berlin,https://www.tu.berlin/snet,,,,,,,,
Germany,Fairness beyond “equal”: The Diversity Searcher as a Tool to Detect and Enhance the Representation of Socio-political Actors in News Media,10.1145/3442442.3452303,WWW,2021,4,,Bettina Berendt,"TU Berlin, Weizenbaum Institute, and KU Leuven, Germany","TU Berlin, Germany",Fakultät IV - Elektrotechnik und Informatik,Institut für Telekommunikationssysteme,"Technische Universität Berlin, Germany; Weizenbaum Institute, Germany; KU Leuven, Germany",Internet und Gesellschaft,Fachgebiet Internet und Gesellschaft Einsteinufer 25 10587 Berlin,https://www.tu.berlin/ias,,,,,,,,
Germany,Privacy-preserving AI Services Through Data Decentralization,10.1145/3366423.3380106,WWW,2020,3,,Christian Meurisch,TU Darmstadt,,,,"Technische Universität Darmstadt, Germany",,,,,,,,,,,
Germany,Privacy-preserving AI Services Through Data Decentralization,10.1145/3366423.3380106,WWW,2020,3,,Bekir Bayrak,TU Darmstadt Germany,,,,"Technische Universität Darmstadt, Germany",,,,,,,,,,,
Germany,Privacy-preserving AI Services Through Data Decentralization,10.1145/3366423.3380106,WWW,2020,3,,Max Mühlhäuser,TU Darmstadt Germany,,,,"Technische Universität Darmstadt, Germany",,,,,,,,,,,
Germany,Advancements in the Music Information Retrieval Framework AMUSE over the Last Decade,10.1145/3404835.3463252,SIGIR,2021,3,,Günter Rudolph,"TU Dortmund University, Dortmund, Germany",,,,"Technische Universität Dortmund, Germany",,,,,,,,,,,
Germany,Advancements in the Music Information Retrieval Framework AMUSE over the Last Decade,10.1145/3404835.3463252,SIGIR,2021,3,,Igor Vatolkin,"TU Dortmund University, Dortmund, Germany",,,,"Technische Universität Dortmund, Germany",,,,,,,,,,,
Germany,Advancements in the Music Information Retrieval Framework AMUSE over the Last Decade,10.1145/3404835.3463252,SIGIR,2021,3,,Philipp Ginsel,"TU Dortmund University, Dortmund, Germany",,,,"Technische Universität Dortmund, Germany",,,,,,,,,,,
Germany,Examining the ORKG towards Representation of Control Theoretic Knowledge – Preliminary Experiences and Conclusions,10.1145/3487553.3524661,WWW,2022,1,,Carsten Knoll,"TU Dresden, Germany",,,,"Technische Universität Dresden, Germany",,,,,,,,,,,
Austria,3rd Workshop on Patent Text Mining and Semantic Technologies (PatentSemTech2022),10.1145/3477495.3531702,SIGIR,2022,6,,Florina Piroi,"TU Wien &amp; Data Science Studios Austria, Vienna, Austria",,,,,,,,,,,,,,,
Austria,2nd Workshop on Patent Text Mining and Semantic Technologies (PatentSemTech2021),10.1145/3404835.3462816,SIGIR,2021,6,,Allan Hanbury,"TU Wien, Vienna, Austria",,,,,,,,,,,,,,,
Austria,3rd Workshop on Patent Text Mining and Semantic Technologies (PatentSemTech2022),10.1145/3477495.3531702,SIGIR,2022,6,,Allan Hanbury,"TU Wien, Vienna, Austria",,,,,,,,,,,,,,,
Germany,Incremental and Parallel Computation of Structural Graph Summaries for Evolving Graphs,10.1145/3340531.3411878,CIKM,2020,3,,Ansgar Scherp,"Ulm University, Ulm, Germany",Ulm University,,Institut für Datenbanken und Informationssysteme (DBIS),"Ulm University, Germany",Data Science and Big Data Analytics,,,,,,,,,,
Italy,ScheRe: Schema Reshaping for Enhancing Knowledge Graph Construction,10.1145/3511808.3557214,CIKM,2022,7,,Ognjen Savkovic,"Uni Bozen-Bolzano, Bolzano, Italy",,,,,,,,,,,,,,,
Spain,SDM-RDFizer,10.1145/3340531.3412881,CIKM,2020,5,,David Chaves-Fraga,"Universidad Politécnica de Madrid, Boadilla del Monte, Spain",,,,,,,,,,,,,,,
Brazil,Vallum-Med,10.1145/3340531.3417421,CIKM,2020,6,,Ignacio Blanquer,"Universidad Politécnica de Valencia, Valencia, Spain",,,,,,,,,,,,,,,
Brazil,Vallum-Med,10.1145/3340531.3417421,CIKM,2020,6,,Altigran da Silva,"Universidade Federal do Amazonas, Manaus, Brazil",,,,,,,,,,,,,,,
Brazil,Vallum-Med,10.1145/3340531.3417421,CIKM,2020,6,,André Carvalho,"Universidade Federal do Amazonas, Manaus, Brazil",,,,,,,,,,,,,,,
Brazil,Vallum-Med,10.1145/3340531.3417421,CIKM,2020,6,,Ronny Peterson,"Universidade Federal do Amazonas, Manaus, Brazil",,,,,,,,,,,,,,,
Brazil,Efficient Detection of Data Dependency Violations,10.1145/3340531.3412062,CIKM,2020,4,,Eduardo C. de Almeida,"Universidade Federal do Paraná, Curitiba, Brazil",,,,,,,,,,,,,,,
Germany,Time-aware Entity Alignment using Temporal Relational Attention,10.1145/3485447.3511922,WWW,2022,4,,Chengjin Xu,"University of Bonn, Germany",Universität Bonn,Mathematisch-Naturwissenschaftliche Fakultät,Institut für Informatik,"University Bonn, Germany",Computational Analytics,Institut für Informatik Rheinische Friedrich-Wilhelms-Universität Bonn Friedrich-Hirzebruch-Allee 8 53115 Bonn,https://www.informatik.uni-bonn.de/de/institut,,Universität Bonn,Mathematisch-Naturwissenschaftliche Fakultät,Institut für Informatik,Smart Data Analytics,,,
Germany,How to Measure the Reproducibility of System-oriented IR Experiments,10.1145/3397271.3401036,SIGIR,2020,7,,Norbert Fuhr,"Universität Duisburg-Essen, Duisburg, Germany",,,,"University Duisburg-Essen, Germany",,,,,,,,,,,
Germany,Golden Retriever,10.1145/3477495.3531666,SIGIR,2022,2,,Chris Biemann,"Universität Hamburg, Hamburg, Germany",Universität Hamburg,Mathe Informatik Naturwissenschaft (MIN),Informatik,"University Hamburg, Germany",Language Technology Group,"Fakultät für Mathematik, Informatik und Naturwissenschaften (MIN)  Universität Hamburg Welckerstraße 8 20354 Hamburg",https://www.min.uni-hamburg.de/ueber-die-fakultaet.html,,,,,,,,
Germany,Modern Baselines for SPARQL Semantic Parsing,10.1145/3477495.3531841,SIGIR,2022,5,,Chris Biemann,"Universität Hamburg, Hamburg, Germany",Universität Hamburg,Mathe Informatik Naturwissenschaft (MIN),Informatik,"University Hamburg, Germany",Language Technology Group,"Fakultät für Mathematik, Informatik und Naturwissenschaften (MIN)  Universität Hamburg Welckerstraße 8 20354 Hamburg",https://www.min.uni-hamburg.de/ueber-die-fakultaet.html,,,,,,,,
Germany,Hierarchical Semantics Matching For Heterogeneous Spatio-temporal Sources,10.1145/3459637.3482350,CIKM,2021,7,,Daniel Glake,"Universität Hamburg, Hamburg, Germany",Universität Hamburg,Mathe Informatik Naturwissenschaft (MIN),Informatik,"University Hamburg, Germany",Verteilte Systeme und Informationssysteme (VSIS),"Fakultät für Mathematik, Informatik und Naturwissenschaften (MIN)  Universität Hamburg Welckerstraße 8 20354 Hamburg",https://www.min.uni-hamburg.de/ueber-die-fakultaet.html,,,,,,,,
Germany,Modern Baselines for SPARQL Semantic Parsing,10.1145/3477495.3531841,SIGIR,2022,5,,Debayan Banerjee,"Universität Hamburg, Hamburg, Germany",Universität Hamburg,Mathe Informatik Naturwissenschaft (MIN),Informatik,"University Hamburg, Germany",Language Technology Group,"Fakultät für Mathematik, Informatik und Naturwissenschaften (MIN)  Universität Hamburg Welckerstraße 8 20354 Hamburg",https://www.min.uni-hamburg.de/ueber-die-fakultaet.html,,,,,,,,
Germany,Golden Retriever,10.1145/3477495.3531666,SIGIR,2022,2,,Florian Schneider,"Universität Hamburg, Hamburg, Germany",Universität Hamburg,Mathe Informatik Naturwissenschaft (MIN),Informatik,"University Hamburg, Germany",Language Technology Group,"Fakultät für Mathematik, Informatik und Naturwissenschaften (MIN)  Universität Hamburg Welckerstraße 8 20354 Hamburg",https://www.min.uni-hamburg.de/ueber-die-fakultaet.html,,,,,,,,
Germany,Hierarchical Semantics Matching For Heterogeneous Spatio-temporal Sources,10.1145/3459637.3482350,CIKM,2021,7,,Norbert Ritter,"Universität Hamburg, Hamburg, Germany",Universität Hamburg,Mathe Informatik Naturwissenschaft (MIN),Informatik,"University Hamburg, Germany",Verteilte Systeme und Informationssysteme (VSIS),"Fakultät für Mathematik, Informatik und Naturwissenschaften (MIN)  Universität Hamburg Welckerstraße 8 20354 Hamburg",https://www.min.uni-hamburg.de/ueber-die-fakultaet.html,,,,,,,,
Germany,Modern Baselines for SPARQL Semantic Parsing,10.1145/3477495.3531841,SIGIR,2022,5,,Ricardo Usbeck,"Universität Hamburg, Hamburg, Germany",Universität Hamburg,Mathe Informatik Naturwissenschaft (MIN),Informatik,"University Hamburg, Germany",SEMS Research Group,"Fakultät für Mathematik, Informatik und Naturwissenschaften (MIN)  Universität Hamburg Welckerstraße 8 20354 Hamburg",https://www.min.uni-hamburg.de/ueber-die-fakultaet.html,,,,,,,,
Germany,Investigating Expectations for Voice-based and Conversational Argument Search on the Web,10.1145/3343413.3377978,CHIIR,2020,5,,Kevin Lang,"Bauhaus-Universität Weimar, Weimar, Germany",Universität Weimar,,,"Bauhaus-Universität Weimar, Germany",Webis Group,,https://webis.de/,,,,,,,,
Germany,Web Page Segmentation Revisited,10.1145/3340531.3412782,CIKM,2020,6,,Kristof Komlossy,"Bauhaus-Universität Weimar, Weimar, Germany",Universität Weimar,,,"Bauhaus-Universität Weimar, Germany",Webis Group,,https://webis.de/,,,,,,,,
Germany,Identifying Queries in Instant Search Logs,10.1145/3404835.3463025,SIGIR,2021,5,,Kristof Komlossy,"Bauhaus-Universität Weimar, Weimar, Germany",Universität Weimar,,,"Bauhaus-Universität Weimar, Germany",Webis Group,,https://webis.de/,,,,,,,,
Germany,Web Page Segmentation Revisited,10.1145/3340531.3412782,CIKM,2020,6,,Lars Meyer,"Bauhaus-Universität Weimar, Weimar, Germany",Universität Weimar,,,"Bauhaus-Universität Weimar, Germany",Webis Group,,https://webis.de/,,,,,,,,
France,Tensor-based Graph Modularity for Text Data Clustering,10.1145/3477495.3531834,SIGIR,2022,5,,Mira Ait-Saada,"Université de Paris, Paris, France",,,,,,,,,,,,,,,
France,Tensor-based Graph Modularity for Text Data Clustering,10.1145/3477495.3531834,SIGIR,2022,5,,Mohamed Nadif,"Université de Paris, Paris, France",,,,,,,,,,,,,,,
Netherlands,CSSA'20,10.1145/3340531.3414072,CIKM,2020,6,,Paul Groth,"Universiteit van Amsterdam, Amsterdam, Netherlands",,,,,,,,,,,,,,,
Ireland,Retrieving Potential Causes from a Query Event,10.1145/3397271.3401207,SIGIR,2020,6,,Suchana Datta,"University College Dublin, Dublin, Ireland",,,,,,,,,,,,,,,
UK,CAFE,10.1145/3340531.3412038,CIKM,2020,11,,Xu Chen,"University College London, London, United Kingdom",,,,,,,,,,,,,,,
UK,“Is it a Qoincidence?”: An Exploratory Study of QAnon on Voat,10.1145/3442381.3450036,WWW,2021,5,,Antonis Papasavva,"University College London, United Kingdom",,,,,,,,,,,,,,,
UK,“Is it a Qoincidence?”: An Exploratory Study of QAnon on Voat,10.1145/3442381.3450036,WWW,2021,5,,Emiliano De Cristofaro,"University College London, United Kingdom",,,,,,,,,,,,,,,
France,Web Audio Modules 2.0: An Open Web Audio Plugin Standard,10.1145/3487553.3524225,WWW,2022,7,,Michel Buffa,"University Côte d'Azur, I3S, INRIA, France",,,,,,,,,,,,,,,
Germany,Securing Bloom Filters for Privacy-preserving Record Linkage,10.1145/3340531.3412105,CIKM,2020,2,,Rainer Schnell,"University Duisburg-Essen, Duisburg, Germany",,,,"University Duisburg-Essen, Germany",,,,,,,,,,,
Germany,A Graph Matching Attack on Privacy-Preserving Record Linkage,10.1145/3340531.3411931,CIKM,2020,4,,Rainer Schnell,"University Duisburg-Essen, Duisburg, Germany",,,,"University Duisburg-Essen, Germany",,,,,,,,,,,
