Id,Label,betweennesscentrality2,bridgingcoefficient,bridgingcentrality,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Cluster,KatzCentrality,eigencentrality,Authority,Hub
Qiaosheng Chen,Qiaosheng Chen,0,9,0,1,1,4,0.318681,0.362069,0,5,0,0.009197,0,0
Basil Ell,Basil Ell,0,9,0,1,1,4,0.318681,0.362069,0,5,0,0.009197,0,0
Ruoqi Zhao,Ruoqi Zhao,0,9,0,1,1,4,0.318681,0.362069,0,5,0,0.009197,0,0
Qing Shi,Qing Shi,0,9,0,1,1,4,0.318681,0.362069,0,5,0,0.009197,0,0
Xiaxia Wang,Xiaxia Wang,0,9,0,1,1,4,0.318681,0.362069,0,5,0,0.009197,0,0
Yu Gu,Yu Gu,0,9,0,1,1,4,0.318681,0.362069,0,5,0,0.009197,0,0
Andrea Papenmeier,Andrea Papenmeier,0.003085,0.040816,0.000126,6,12,10,0.194534,0.254969,0.003085,6,0,0.020795,0,0
Alexander Frummet,Alexander Frummet,0,6,0,1,1,11,0.163073,0.193783,0,6,0,0.005803,0,0
Dagmar Kern,Dagmar Kern,0.000256,1,0.000256,2,4,11,0.175362,0.218026,0.000256,6,0,0.010224,0,0
Daniel Hienert,Daniel Hienert,0.002935,0.564103,0.001656,2,3,9,0.223247,0.274908,0.002935,6,0,0.025427,0,0
Alfred Sliwa,Alfred Sliwa,0,6,0,1,2,11,0.163073,0.193783,0,6,0,0.005803,0,0
Ahmet Aker,Ahmet Aker,0,6,0,1,2,11,0.163073,0.193783,0,6,0,0.005803,0,0
Norbert Fuhr,Norbert Fuhr,0.002467,0.139535,0.000344,4,6,11,0.169944,0.230285,0.002467,6,0,0.018232,0,0
Masoud Davari,Masoud Davari,0.000616,0.333333,0.000205,2,2,10,0.198361,0.248495,0.000616,6,0,0.017572,0,0
Guglielmo Faggioli,Guglielmo Faggioli,0.000083,0.666667,0.000055,2,2,12,0.145783,0.183561,0.000083,6,0,0.008329,0,0
Nicola Ferro,Nicola Ferro,0.000009,0.8,0.000007,2,3,13,0.13067,0.17459,0.000009,6,0,0.010244,0,0
Timo Breuer,Timo Breuer,0.002004,0.022936,0.000046,8,16,12,0.149752,0.226949,0.002004,6,0,0.026711,0,0
Maria Maistro,Maria Maistro,0,8,0,1,2,13,0.130388,0.16908,0,6,0,0.007301,0,0
Tetsuya Sakai,Tetsuya Sakai,0,8,0,1,1,13,0.130388,0.16908,0,6,0,0.007301,0,0
Philipp Schaer,Philipp Schaer,0.000726,0.048485,0.000035,5,14,13,0.131522,0.191119,0.000726,6,0,0.016147,0,0
Ian Soboroff,Ian Soboroff,0,8,0,1,1,13,0.130388,0.16908,0,6,0,0.007301,0,0
Jüri Keller,Jüri Keller,0.000184,0.444444,0.000082,2,2,13,0.13067,0.17459,0.000184,6,0,0.009205,0,0
Johann Schaible,Johann Schaible,0,5,0,1,3,14,0.116346,0.149032,0,6,0,0.004977,0,0
Leyla Jael Castro,Leyla Jael Castro,0,5,0,1,3,14,0.116346,0.149032,0,6,0,0.004977,0,0
Melanie Pest,Melanie Pest,0,8,0,1,1,13,0.130388,0.16908,0,6,0,0.007301,0,0
Benjamin Wolff,Benjamin Wolff,0,5,0,1,1,14,0.116346,0.149032,0,6,0,0.004977,0,0
Narges Tavakolpoursaleh,Narges Tavakolpoursaleh,0,5,0,1,1,14,0.116346,0.149032,0,6,0,0.004977,0,0
Leon Paul Mondrian Munz,Leon Paul Mondrian Munz,0,2,0,1,1,14,0.115679,0.142834,0,6,0,0.003134,0,0
Firas Sabbah,Firas Sabbah,0,4,0,1,1,12,0.145433,0.178051,0,6,0,0.005046,0,0
Ralph Ewerth,Ralph Ewerth,0.004854,0.114345,0.000555,3,4,7,0.251559,0.311531,0.004854,7,0,0.050931,0,0
Jens Lehmann,Jens Lehmann,0.002597,0.094192,0.000245,5,5,9,0.214539,0.293326,0.002597,7,0,0.045085,0,0
Jason Armitage,Jason Armitage,0.0022,0.076586,0.000168,6,6,8,0.236791,0.298278,0.0022,7,0,0.04242,0,0
Endri Kacupaj,Endri Kacupaj,0.002669,0.17004,0.000454,4,4,9,0.216071,0.280103,0.002669,7,0,0.037525,0,0
Golsa Tahmasebzadeh,Golsa Tahmasebzadeh,0.003301,0.124113,0.00041,6,9,8,0.242485,0.309298,0.003301,7,0,0.045206,0,0
Swati,Swati,0,6,0,1,1,9,0.191759,0.221347,0,7,0,0.008578,0,0
Maria Maleshkova,Maria Maleshkova,0,1.363636,0,2,2,9,0.198036,0.233625,0,7,0,0.016298,0,0
Carsten Felix Draschner,Carsten Felix Draschner,0.000547,0.079545,0.000044,4,4,10,0.178466,0.231202,0.000547,7,0,0.015818,0,0
Claus Stadler,Claus Stadler,0,4,0,1,1,11,0.151629,0.180432,0,7,0,0.004526,0,0
Farshad Bakhshandegan Moghaddam,Farshad Bakhshandegan Moghaddam,0,4,0,1,1,11,0.151629,0.180432,0,7,0,0.004526,0,0
Hajira Jabeen,Hajira Jabeen,0,4,0,1,1,11,0.151629,0.180432,0,7,0,0.004526,0,0
Sherzod Hakimov,Sherzod Hakimov,0.001259,0.038462,0.000048,5,6,9,0.206133,0.26989,0.001259,7,0,0.024996,0,0
Gullal Singh Cheema,Gullal Singh Cheema,0,6,0,1,1,10,0.171146,0.202817,0,7,0,0.006376,0,0
Marc A. Kastner,Marc A. Kastner,0,6,0,1,1,10,0.171146,0.202817,0,7,0,0.006376,0,0
Rajiv Ratn Shah,Rajiv Ratn Shah,0,6,0,1,1,10,0.171146,0.202817,0,7,0,0.006376,0,0
Karan Sikka,Karan Sikka,0,6,0,1,1,10,0.171146,0.202817,0,7,0,0.006376,0,0
Chengjin Xu,Chengjin Xu,0.000366,0.155556,0.000057,3,3,10,0.177941,0.225692,0.000366,7,0,0.013494,0,0
Fenglong Su,Fenglong Su,0,3,0,1,1,11,0.15125,0.178366,0,7,0,0.003911,0,0
Bo Xiong,Bo Xiong,0,3,0,1,1,11,0.15125,0.178366,0,7,0,0.003911,0,0
Eric Müller-Budack,Eric Müller-Budack,0.000027,0.75,0.00002,2,3,9,0.19611,0.232838,0.000027,7,0,0.012532,0,0
Matthias Springstein,Matthias Springstein,0.000051,0.75,0.000038,2,2,8,0.202003,0.234947,0.000051,7,0,0.013069,0,0
Ghazaleh H. Torbati,Ghazaleh H. Torbati,0.002023,2.475,0.005006,2,4,12,0.184154,0.27926,0.002023,8,0,0.021293,0,0
Andrew Yates,Andrew Yates,0.002142,0.016186,0.000035,11,15,13,0.167315,0.313194,0.002142,8,0,0.0521,0,0
Kevin Martin Jose,Kevin Martin Jose,0.000177,0.157143,0.000028,4,5,14,0.145763,0.243281,0.000177,8,0,0.024457,0,0
Xinyu Zhang,Xinyu Zhang,0,0.533981,0,3,4,14,0.144538,0.229716,0,8,0,0.023104,0,0
Jimmy Lin,Jimmy Lin,0,0.533981,0,3,4,14,0.144538,0.229716,0,8,0,0.023104,0,0
Hai Dang Tran,Hai Dang Tran,0,11,0,1,1,14,0.143573,0.214212,0,8,0,0.011475,0,0
Rodrigo Nogueira,Rodrigo Nogueira,0,11,0,1,1,14,0.143573,0.214212,0,8,0,0.011475,0,0
Thong Nguyen,Thong Nguyen,0,4,0,1,1,15,0.127407,0.182105,0,8,0,0.005836,0,0
Sean MacAvaney,Sean MacAvaney,0.000512,0.038394,0.00002,6,6,14,0.146259,0.254909,0.000512,8,0,0.027014,0,0
Jeffrey Dalton,Jeffrey Dalton,0.000006,0.307692,0.000002,3,3,15,0.12855,0.200516,0.000006,8,0,0.014358,0,0
Iain Mackie,Iain Mackie,0.000039,1.178571,0.000046,2,2,14,0.144054,0.221964,0.000039,8,0,0.015492,0,0
Sergey Feldman,Sergey Feldman,0,6,0,1,1,15,0.127786,0.185981,0,8,0,0.006701,0,0
Doug Downey,Doug Downey,0,6,0,1,1,15,0.127786,0.185981,0,8,0,0.006701,0,0
Arman Cohan,Arman Cohan,0,6,0,1,1,15,0.127786,0.185981,0,8,0,0.006701,0,0
Nazli Goharian,Nazli Goharian,0,6,0,1,1,15,0.127786,0.185981,0,8,0,0.006701,0,0
Shahrzad Naseri,Shahrzad Naseri,0.000169,0.234043,0.00004,3,3,14,0.144538,0.229716,0.000169,8,0,0.017581,0,0
James Allan,James Allan,0,3,0,1,1,15,0.126471,0.176291,0,8,0,0.004554,0,0
Ronak Pradeep,Ronak Pradeep,0.000259,0.072527,0.000019,5,5,14,0.145025,0.241344,0.000259,8,0,0.026754,0,0
Yuqi Liu,Yuqi Liu,0,5,0,1,1,15,0.126844,0.180167,0,8,0,0.006336,0,0
Yilin Li,Yilin Li,0,5,0,1,1,15,0.126844,0.180167,0,8,0,0.006336,0,0
Lila Boualili,Lila Boualili,0,11,0,1,1,14,0.143573,0.214212,0,8,0,0.011475,0,0
Mehwish Alam,Mehwish Alam,0.000604,0.006543,0.000004,13,15,4,0.484848,0.643229,0.000604,9,0,0.054042,0,0
Paul Groth,Paul Groth,0,14,0,1,1,5,0.329897,0.383333,0,9,0,0.012445,0,0
Pascal Hitzler,Pascal Hitzler,0,14,0,1,1,5,0.329897,0.383333,0,9,0,0.012445,0,0
Heiko Paulheim,Heiko Paulheim,0.000256,0.12069,0.000031,4,5,5,0.376471,0.465625,0.000256,9,0,0.020309,0,0
Harald Sack,Harald Sack,0,1.235294,0,2,3,5,0.333333,0.398958,0,9,0,0.017477,0,0
Tobias Weller,Tobias Weller,0.000092,0.666667,0.000061,2,2,6,0.285714,0.346875,0.000092,9,0,0.007745,0,0
Maribel Acosta,Maribel Acosta,0.000047,0.333333,0.000016,2,2,7,0.22695,0.281845,0.000047,9,0,0.004699,0,0
Jan Portisch,Jan Portisch,0.000047,0.4,0.000019,2,2,6,0.280702,0.339062,0.000047,9,0,0.007174,0,0
Michael Hladik,Michael Hladik,0,2,0,1,1,7,0.22069,0.256845,0,9,0,0.002776,0,0
Nicolas Heist,Nicolas Heist,0,4,0,1,1,6,0.275862,0.318229,0,9,0,0.005314,0,0
Russa Biswas,Russa Biswas,0,14,0,1,1,5,0.329897,0.383333,0,9,0,0.012445,0,0
Yiyi Chen,Yiyi Chen,0,14,0,1,1,5,0.329897,0.383333,0,9,0,0.012445,0,0
Danilo Dessì,Danilo Dessì,0,1.235294,0,2,2,5,0.333333,0.398958,0,9,0,0.017477,0,0
Genet Asefa Gesese,Genet Asefa Gesese,0,14,0,1,1,5,0.329897,0.383333,0,9,0,0.012445,0,0
Fabian Hoppe,Fabian Hoppe,0.000001,0.311111,0,3,3,5,0.336842,0.414583,0.000001,9,0,0.021013,0,0
Andreea Iana,Andreea Iana,0,14,0,1,1,5,0.329897,0.383333,0,9,0,0.012445,0,0
Alexander Grote,Alexander Grote,0,14,0,1,1,5,0.329897,0.383333,0,9,0,0.012445,0,0
Katharina Ludwig,Katharina Ludwig,0,14,0,1,1,5,0.329897,0.383333,0,9,0,0.012445,0,0
Philipp Müller,Philipp Müller,0,14,0,1,1,5,0.329897,0.383333,0,9,0,0.012445,0,0
Lars Heling,Lars Heling,0,2,0,1,1,8,0.186047,0.222173,0,9,0,0.002431,0,0
